,event_type,id,index,period,timestamp,minute,second,possession,possession_team,play_pattern,off_camera,team,player,position,duration,under_pressure,statsbomb_xg,key_pass_id,body_part,type,outcome,technique,first_time,follows_dribble,redirect,one_on_one,open_goal,deflected,start_location_x,start_location_y,end_location_x,end_location_y,end_location_z
18,shot,4e28af4c-9f13-4b59-837c-deaac54e04c2,2325,2,00:30:19.970,75,19,147,Birmingham City WFC,From Throw In,False,Birmingham City WFC,Harriet Scott,Right Back,1.593212,True,0.05600519,6c07b7e9-1a48-4492-a045-4cefcd364a04,Left Foot,Open Play,Off T,Normal,,,,,,,97.0,48.0,119.0,34.5,1.3
19,shot,bd1da39d-228b-49f6-bb56-66e9d8924fe6,2341,2,00:30:57.896,75,57,149,Birmingham City WFC,From Counter,False,Birmingham City WFC,Charlie Wellings,Right Center Forward,1.251731,,0.035444427,2aa88477-2448-4b6f-bc86-8dbd65f746a1,Right Foot,Open Play,Saved,Normal,,,,,,,104.0,55.0,118.0,37.3,1.7
20,shot,111aaa21-4e40-4b55-b0e3-b6dad0b86932,2404,2,00:34:55.982,79,55,153,Yeovil Town LFC,From Free Kick,False,Yeovil Town LFC,Bonnie Horwood,Right Center Midfield,3.539127,,0.007294476,,Left Foot,Open Play,Off T,Normal,True,,,,,,86.0,49.0,120.0,33.8,0.3
21,shot,00180cfd-f455-403d-8bc8-5be7c57ae0a4,2500,2,00:38:33.355,83,33,158,Birmingham City WFC,Regular Play,False,Birmingham City WFC,Charlie Wellings,Right Center Forward,1.64374,,0.016289346,2dd53ac3-31f9-4e74-9a52-e07d87846b8a,Right Foot,Open Play,Saved,Normal,,,,,,,89.0,26.0,118.0,40.0,0.7
22,shot,3ae78598-b3ba-47cf-9c16-ba2c8b754b12,2661,2,00:44:16.248,89,16,170,Birmingham City WFC,Regular Play,False,Birmingham City WFC,Lucy Quinn,Left Center Forward,1.518409,,0.043964595,b265d630-3b8f-4059-ad1a-956bebcfef31,Left Foot,Open Play,Saved,Normal,,,,,,,102.0,52.0,119.0,42.7,0.5
23,shot,6e13b365-d5cc-4c8f-aa9b-b42b4c150d73,2736,2,00:47:30.367,92,30,176,Yeovil Town LFC,Regular Play,False,Yeovil Town LFC,Nicola Cousins,Right Center Back,0.642874,,0.036418024,70ee49ef-b682-42f0-8029-820421b6e079,Right Foot,Open Play,Saved,Normal,,True,,,,,111.0,56.0,119.0,43.1,0.5
24,shot,1d63ef90-7511-4381-a043-7e2a7d9abfab,2739,2,00:47:32.101,92,32,176,Yeovil Town LFC,Regular Play,False,Yeovil Town LFC,Emily Syme,Right Center Midfield,0.824561,,0.57628226,,Left Foot,Open Play,Goal,Normal,True,,,,,,113.0,40.0,120.0,42.5,0.3
25,shot,33d5c63a-8942-429b-8ed8-2ba55c5470fe,2785,2,00:50:42.239,95,42,181,Yeovil Town LFC,From Throw In,False,Yeovil Town LFC,Emily Syme,Right Center Midfield,0.423153,,0.14904697,0066dd3f-bbbd-460f-9d35-55e18716e0f6,Right Foot,Open Play,Saved,Normal,,,,,,,115.0,49.0,117.0,42.7,0.1
26,shot,660c557c-5947-4fc3-8dc8-c5efb7730ed6,2788,2,00:50:43.697,95,43,181,Yeovil Town LFC,From Throw In,False,Yeovil Town LFC,Nicola Cousins,Right Center Back,1.17521,,0.18481633,,Right Foot,Open Play,Blocked,Normal,,,,,,,114.0,49.0,120.0,41.0,
0,shot,e91444cb-e98a-4084-91c7-40de2ba19c40,210,1,00:06:17.807,6,17,20,Reading WFC,Regular Play,False,Reading WFC,Remi Allen,Left Midfield,0.2016,,0.023877874,a08807b4-25b8-4734-912b-a7e5b0577707,Right Foot,Open Play,Blocked,Normal,,,,,,,96.0,53.0,101.0,52.0,
1,shot,702c2901-f996-4f10-b31e-dd7ad5374f93,215,1,00:06:54.453,6,54,21,Reading WFC,From Corner,False,Reading WFC,Fara Tanya Franki Williams Merrett,Center Forward,0.8166,,0.01862894,f9887a98-5b07-4e2f-b05b-d1b4efeca972,Left Foot,Open Play,Blocked,Normal,True,,,,,,95.0,33.0,113.0,38.0,
2,shot,4d6e04d5-f1fa-489b-afdc-714b87e1dcc7,344,1,00:09:40.169,9,40,33,Liverpool WFC,Regular Play,False,Liverpool WFC,Courtney Sweetman-Kirk,Right Wing,0.848058,,0.096279316,460deee8-3b46-439d-a3a1-806095ab5263,Right Foot,Open Play,Goal,Volley,True,,,,,,108.0,34.0,119.0,43.3,0.9
3,shot,d155e355-2a67-406b-a1aa-c935eec1e61c,366,1,00:11:18.337,11,18,36,Reading WFC,Regular Play,False,Reading WFC,Brooke Chaplen,Left Attacking Midfield,0.2614,,0.019613342,,Right Foot,Open Play,Blocked,Normal,True,,,,,,112.0,59.0,116.0,55.0,
4,shot,259cff5e-e216-46fc-971c-95dfddbee401,371,1,00:11:54.332,11,54,37,Reading WFC,From Corner,False,Reading WFC,Rachel Furness,Center Midfield,0.4913,,0.03166566,f69fa139-107a-400b-a119-4f534992d8ef,Left Foot,Open Play,Blocked,Normal,,,,,,,112.0,33.0,115.0,38.0,
5,shot,b6e18283-2bc6-4858-bccc-22c7ff6cebd3,383,1,00:12:09.335,12,9,37,Reading WFC,From Corner,False,Reading WFC,Fara Tanya Franki Williams Merrett,Center Forward,0.3536,,0.017916707,8b1a6f44-6058-4844-b468-00880bda241e,Left Foot,Open Play,Blocked,Normal,,True,,,,,102.0,60.0,106.0,57.0,
6,shot,9dcf0ff4-a689-4574-86a4-1fbecde43d67,422,1,00:13:26.211,13,26,40,Reading WFC,From Throw In,False,Reading WFC,Mayumi Pacheco,Left Back,1.455025,,0.06975561,,Left Foot,Open Play,Off T,Half Volley,,,,,,,101.0,30.0,120.0,43.5,3.6
7,shot,6e9ab217-895e-49b1-90f3-a599544ad9c3,477,1,00:15:45.906,15,45,45,Reading WFC,From Goal Kick,False,Reading WFC,Fara Tanya Franki Williams Merrett,Center Forward,1.3436,,0.015727062,59b5a4e6-392f-48e8-91f8-8e44c7228a0a,Right Foot,Open Play,Saved,Normal,,,,,,,89.0,41.0,120.0,39.8,2.2
8,shot,13a8e07b-4ccb-42d5-a93e-7c3ec0197399,610,1,00:19:08.918,19,8,55,Liverpool WFC,Regular Play,False,Liverpool WFC,Kirsty Linnett,Center Forward,1.481899,,0.027199633,685a2338-e3f0-465e-86e9-cded983b78be,Left Foot,Open Play,Saved,Normal,,,,,,,95.0,49.0,118.0,36.4,0.3
9,shot,c5604918-9fb5-49af-a60f-643ecade1223,621,1,00:19:50.652,19,50,56,Liverpool WFC,From Corner,False,Liverpool WFC,Jessica Anne Clarke,Left Wing,1.231554,,0.075798295,e0dd4ac8-deef-44e7-bb77-0f7cb4ffd33a,Head,Open Play,Off T,Normal,,,,,,,112.0,35.0,120.0,34.5,1.9
10,shot,64ac4ca7-f8d6-4bf7-ae1b-d1f01c0630ac,681,1,00:22:00.133,22,0,62,Liverpool WFC,Regular Play,False,Liverpool WFC,Jessica Anne Clarke,Left Wing,1.291487,True,0.055541895,3f2b5d69-4136-4bd4-84dd-a41671ff0281,Left Foot,Open Play,Off T,Normal,,,,,,,104.0,52.0,120.0,34.5,1.6
11,shot,f3603a05-0995-4963-a8bd-20f3e88345fb,708,1,00:22:54.753,22,54,64,Liverpool WFC,Regular Play,False,Liverpool WFC,Courtney Sweetman-Kirk,Right Wing,0.392313,,0.116935834,43c40dd9-80f0-4a92-ad0b-86c385183b30,Head,Open Play,Off T,Normal,True,,,,,,115.0,34.0,119.0,34.9,1.6
12,shot,16ff21dc-4136-4f1b-b4e3-1a58a4966d83,773,1,00:25:46.647,25,46,72,Reading WFC,From Throw In,False,Reading WFC,Fara Tanya Franki Williams Merrett,Center Forward,1.036659,,0.07501319,3dbf855f-83ba-4b8c-848b-0d5de1bd0c36,Right Foot,Open Play,Off T,Volley,True,,,,,,108.0,49.0,120.0,45.3,3.6
13,shot,221c9c0f-7049-42d2-84ef-3f4f4912a0ed,927,1,00:31:31.226,31,31,81,Reading WFC,From Free Kick,False,Reading WFC,Fara Tanya Franki Williams Merrett,Center Forward,1.472752,,0.06494045,,Right Foot,Free Kick,Off T,Normal,,,,,,,94.0,46.0,120.0,42.2,3.7
14,shot,1244ba3e-c449-4bd3-bf01-f49e0dcd2eb6,1003,1,00:34:50.064,34,50,85,Liverpool WFC,From Free Kick,False,Liverpool WFC,Jessica Anne Clarke,Left Wing,0.144299,,0.021326963,,Right Foot,Open Play,Blocked,Half Volley,,,,,,,106.0,20.0,107.0,23.0,
15,shot,4e624005-ccbb-432c-9712-7ed1929bea09,1075,1,00:35:58.137,35,58,88,Reading WFC,Regular Play,False,Reading WFC,Charlotte Estcourt,Right Midfield,1.243021,,0.016500838,d3e17111-5ccb-4c0a-b0bd-5c5a99b8976b,Right Foot,Open Play,Saved,Normal,,,,,,,90.0,60.0,119.0,43.1,0.2
16,shot,fe2f9843-3f44-4f38-ae68-ebaca2ce52ee,1238,1,00:40:31.674,40,31,99,Reading WFC,From Throw In,False,Reading WFC,Remi Allen,Left Midfield,1.965228,,0.020829197,ea100e42-61e7-4f61-b233-fee8fb335f87,Right Foot,Open Play,Off T,Normal,True,,,,,,90.0,41.0,120.0,43.6,3.7
17,shot,05820006-be55-4ba3-8717-9d7365404002,1366,1,00:44:12.530,44,12,111,Reading WFC,From Throw In,False,Reading WFC,Brooke Chaplen,Left Attacking Midfield,0.93183,,0.066717714,1658aec9-27d7-470d-83d3-9cb3c7b25aad,Right Foot,Open Play,Off T,Normal,True,,,,,,108.0,52.0,120.0,42.7,3.6
18,shot,b96c1301-7bb4-4099-ac44-edee7c682ca2,1489,2,00:02:00.233,47,0,122,Reading WFC,Regular Play,False,Reading WFC,Fara Tanya Franki Williams Merrett,Center Forward,0.997182,,0.03308373,,Left Foot,Open Play,Saved,Normal,,,,,,,107.0,23.0,118.0,39.1,0.5
19,shot,aa8131d4-906a-4db9-945c-33744aadd393,1796,2,00:12:17.929,57,17,149,Reading WFC,From Free Kick,False,Reading WFC,Fara Tanya Franki Williams Merrett,Center Forward,1.244888,,0.034222584,f01d28dc-3224-4f35-b53d-1c2f0ed7aaa1,Right Foot,Open Play,Off T,Normal,,,,,,,98.0,51.0,119.0,44.9,2.4
20,shot,6b2397db-4ce9-4380-b3d9-e3fdd6d074c5,1824,2,00:13:08.439,58,8,151,Reading WFC,Regular Play,False,Reading WFC,Fara Tanya Franki Williams Merrett,Center Forward,1.424531,,0.046150513,a43dfc52-a6a5-42ac-8e4c-b6dfa7771095,Left Foot,Open Play,Off T,Normal,,,,,,,99.0,41.0,119.0,34.9,2.5
21,shot,b0140ac3-ac2c-4dfd-afce-142a62a62fb8,1862,2,00:14:14.622,59,14,153,Reading WFC,Regular Play,False,Reading WFC,Brooke Chaplen,Left Attacking Midfield,1.470998,,0.16396698,dd8871ec-de40-4f4f-84f9-8670cab891a1,Left Foot,Open Play,Off T,Volley,,,,True,,,114.0,32.0,120.0,44.9,0.3
22,shot,b7d8fcb8-00c4-40d5-91bd-e3cd741f73e3,1916,2,00:16:34.292,61,34,158,Reading WFC,From Free Kick,False,Reading WFC,Fara Tanya Franki Williams Merrett,Center Forward,1.678048,,0.02338152,,Right Foot,Free Kick,Goal,Normal,,,,,,,89.0,27.0,119.0,43.5,0.9
23,shot,8bd22a43-638e-48c9-8395-a077351bcfd2,2080,2,00:22:07.526,67,7,171,Liverpool WFC,Regular Play,False,Liverpool WFC,Courtney Sweetman-Kirk,Right Wing,0.332892,,0.61534643,07de6b6f-9f99-4059-ae9d-f58662276f72,Head,Open Play,Goal,Normal,True,,,,True,,118.0,39.0,120.0,37.3,1.0
24,shot,2d09ee45-d28a-427a-9b58-6822c72fb2f4,2133,2,00:24:53.355,69,53,174,Reading WFC,Regular Play,False,Reading WFC,Rachel Furness,Center Midfield,1.380447,,0.012473572,,Left Foot,Open Play,Off T,Half Volley,,,,,,,89.0,26.0,118.0,35.1,4.6
25,shot,34d84a83-9e1a-4326-b2db-adf4a7715c66,2213,2,00:28:38.067,73,38,182,Reading WFC,From Throw In,False,Reading WFC,Kirstyn Pearce,Right Center Back,1.221104,,0.022139294,b98d455c-ea53-44d3-888d-247871283f8b,Right Foot,Open Play,Off T,Normal,True,,,,,,92.0,54.0,119.0,44.9,2.5
26,shot,23292266-cf74-471b-9a43-7010f5b9e862,2459,2,00:36:37.640,81,37,205,Reading WFC,From Throw In,False,Reading WFC,Rachel Furness,Center Midfield,1.852962,,0.017069686,329cc896-80fc-4a5f-8f57-ad5206846bc0,Left Foot,Open Play,Off T,Normal,,,,,,,99.0,22.0,119.0,45.1,0.3
27,shot,22a5fb34-9e8e-4c16-b721-5d93cb86e905,2502,2,00:38:13.131,83,13,208,Reading WFC,From Free Kick,False,Reading WFC,Fara Tanya Franki Williams Merrett,Center Forward,1.498313,,0.018373793,776676d5-eeaf-484a-8696-faa63876a365,Left Foot,Open Play,Goal,Normal,,,,,,,91.0,49.0,119.0,37.6,1.6
28,shot,b7bf8ee5-edce-4546-b841-dda57a293c7f,2526,2,00:39:33.394,84,33,211,Reading WFC,From Throw In,False,Reading WFC,Rachel Furness,Center Midfield,1.548918,,0.04058654,97524fec-7422-4a72-9b55-46b7c3031dcf,Head,Open Play,Off T,Normal,,,,,,,110.0,39.0,118.0,39.1,4.4
29,shot,21e9034d-078b-4ab7-b801-88d3c0f4aa27,2671,2,00:44:55.589,89,55,225,Reading WFC,From Throw In,False,Reading WFC,Fara Tanya Franki Williams Merrett,Center Forward,1.6848,,0.012112465,77a72ac5-c941-49e3-9c51-3c944cf33b09,Right Foot,Open Play,Saved,Normal,,,,,,,82.0,33.0,119.0,36.4,0.4
30,shot,88bebb13-af74-48cf-af83-0182659baacf,2708,2,00:47:11.522,92,11,228,Reading WFC,From Throw In,False,Reading WFC,Molly Bartrip,Right Midfield,0.822906,,0.018120576,,Left Foot,Open Play,Off T,Volley,True,,,,,,92.0,40.0,119.0,32.7,2.3
31,shot,cc5538c7-b30d-4d2e-9b18-b122852b6244,2762,2,00:49:26.681,94,26,232,Reading WFC,From Throw In,False,Reading WFC,Molly Bartrip,Right Midfield,1.263955,,0.02788741,,Right Foot,Open Play,Off T,Volley,,,,,,,100.0,39.0,120.0,42.5,3.8
32,shot,05db1804-de95-4c4e-9d26-afa83599ca8f,2786,2,00:50:22.988,95,22,236,Reading WFC,Regular Play,False,Reading WFC,Remi Allen,Left Midfield,1.108689,,0.048257936,,Right Foot,Open Play,Post,Normal,True,,,,,,99.0,50.0,118.0,36.0,0.2
0,shot,4f393856-111b-466c-811e-c1c74726648d,75,1,00:02:03.024,2,3,6,West Ham United LFC,From Corner,False,West Ham United LFC,Gilly Louise Scarlett Flaherty,Right Center Back,0.7736,,0.05176529,b903612c-a53d-4721-8d7a-ff39516f9339,Head,Open Play,Saved,Normal,,,,,,,113.0,34.0,119.0,36.5,2.2
1,shot,899ff394-8bf0-489f-bdd9-d3f770ca6633,304,1,00:09:38.422,9,38,26,West Ham United LFC,From Free Kick,False,West Ham United LFC,Jane Ross,Center Forward,0.877182,,0.06215484,c051209a-3d3c-4ff7-858a-829a15b82846,Head,Open Play,Off T,Normal,,,,,,,111.0,38.0,119.0,45.3,0.5
2,shot,1342a176-dd67-4bcb-8ad9-4e1340a4d280,689,1,00:20:47.637,20,47,53,West Ham United LFC,Regular Play,False,West Ham United LFC,Jane Ross,Center Forward,1.0081,,0.041474555,358b34f1-eca3-4a98-b704-866014e085ce,Right Foot,Open Play,Off T,Normal,,,,,,,99.0,29.0,119.0,46.0,2.7
3,shot,1512ec03-4445-4f5b-a7ab-1ad92d16c8a9,747,1,00:22:47.609,22,47,60,Brighton & Hove Albion WFC,Regular Play,False,Brighton & Hove Albion WFC,Kayleigh Green,Right Defensive Midfield,0.913548,True,0.021018922,ca0b9428-2cfa-4e87-8814-ee595d03d136,Right Foot,Open Play,Saved,Normal,,,,,,,106.0,61.0,118.0,43.5,1.2
4,shot,64206439-cae4-434c-a0aa-481aa0c1601d,805,1,00:25:03.165,25,3,65,West Ham United LFC,From Free Kick,False,West Ham United LFC,Lucienne Reichardt,Center Defensive Midfield,0.4883,,0.026888657,c947f7cd-43d0-4967-99c8-766d30492ff6,Head,Open Play,Blocked,Normal,,,,,,,109.0,37.0,114.0,39.0,
5,shot,a968b191-abd4-4f9b-8bb0-40b6fa795453,837,1,00:25:58.387,25,58,66,Brighton & Hove Albion WFC,From Throw In,False,Brighton & Hove Albion WFC,Chloe Peplow,Left Defensive Midfield,0.0784,,0.054919966,,Right Foot,Open Play,Blocked,Half Volley,True,,,,,,101.0,35.0,104.0,36.0,
6,shot,9ca2bbec-7efe-45da-bd75-4f8f03b1f9ab,842,1,00:26:43.356,26,43,67,Brighton & Hove Albion WFC,From Corner,False,Brighton & Hove Albion WFC,Victoria Williams,Left Center Back,0.878218,,0.09240353,c03d4f4f-15b6-4fa1-a082-f7eed60eaeba,Head,Open Play,Off T,Normal,,,,,,,116.0,45.0,120.0,34.0,2.4
7,shot,a28b544e-0569-4e0d-8016-bbf7c0b26d02,984,1,00:32:38.338,32,38,80,Brighton & Hove Albion WFC,From Corner,False,Brighton & Hove Albion WFC,Laura Rafferty,Right Center Back,0.119,,0.02756602,d7634384-5455-4b67-b326-2cbe7db3edd1,Head,Open Play,Wayward,Normal,,,,,,,108.0,43.0,113.0,29.0,
8,shot,da145f19-ba31-4613-b54f-a50afdd3ea62,988,1,00:32:40.062,32,40,80,Brighton & Hove Albion WFC,From Corner,False,Brighton & Hove Albion WFC,Iniabasi Anefiok Umotong,Center Forward,0.5739,True,0.05513034,,Right Foot,Open Play,Blocked,Normal,,,,,,,107.0,36.0,110.0,44.0,
9,shot,38ac9ccb-815b-4d65-a4da-29f71d206370,1128,1,00:37:03.875,37,3,87,Brighton & Hove Albion WFC,From Throw In,False,Brighton & Hove Albion WFC,Kirsty Barton,Right Back,0.7106,,0.022693526,3288e5be-4c61-410b-a536-09f2242bd512,Right Foot,Open Play,Blocked,Normal,True,,,,,,96.0,53.0,106.0,45.0,
10,shot,12231611-02ef-4496-87b6-ff503545908a,1443,2,00:00:51.509,45,51,119,Brighton & Hove Albion WFC,Regular Play,False,Brighton & Hove Albion WFC,Iniabasi Anefiok Umotong,Center Forward,0.839586,True,0.021709904,,Right Foot,Open Play,Blocked,Normal,,,,,,,94.0,49.0,101.0,43.0,
11,shot,cc74d712-b879-4b9d-8b07-1b3e29877bc1,1451,2,00:01:04.009,46,4,119,Brighton & Hove Albion WFC,Regular Play,False,Brighton & Hove Albion WFC,Danielle Josephine Buet,Center Attacking Midfield,0.69024,True,0.022027396,6418e0cf-d136-48a5-883c-30f68257378a,Right Foot,Open Play,Blocked,Normal,,,,,,,95.0,25.0,104.0,33.0,
12,shot,005b64f5-3371-43a1-a960-fdcb86af7582,1512,2,00:04:11.121,49,11,128,Brighton & Hove Albion WFC,From Throw In,False,Brighton & Hove Albion WFC,Iniabasi Anefiok Umotong,Center Forward,0.940646,True,0.011807772,b7b87216-9fb8-4495-881e-c4f31ccbf88c,Right Foot,Open Play,Blocked,Normal,,,,,,,90.0,26.0,102.0,31.0,
13,shot,adc9c1f9-6fa4-4380-8d7e-e55a674d588e,1522,2,00:04:19.825,49,19,128,Brighton & Hove Albion WFC,From Throw In,False,Brighton & Hove Albion WFC,Danielle Josephine Buet,Right Center Midfield,1.437288,,0.022696778,,Right Foot,Open Play,Off T,Normal,True,,,,,,90.0,38.0,119.0,34.2,0.3
14,shot,384af24b-8fa2-4541-be58-22197daaf96c,1676,2,00:09:38.167,54,38,145,Brighton & Hove Albion WFC,Regular Play,False,Brighton & Hove Albion WFC,Kayleigh Green,Right Wing,1.346315,,0.03156957,,Right Foot,Open Play,Wayward,Normal,,,,,,,83.0,31.0,115.0,61.0,
15,shot,38351a99-3132-455d-b01d-765cf75e464d,1778,2,00:14:53.662,59,53,154,Brighton & Hove Albion WFC,From Free Kick,False,Brighton & Hove Albion WFC,Iniabasi Anefiok Umotong,Center Forward,1.301548,,0.04011086,ad5cfc9a-b25c-4095-b1c3-654fbb616f1d,Head,Open Play,Off T,Normal,,,,,,,111.0,34.0,119.0,34.9,2.1
16,shot,56d8f549-fa78-4569-923e-a1d98c5b1ffa,1811,2,00:18:02.366,63,2,155,West Ham United LFC,From Goal Kick,False,West Ham United LFC,Jane Ross,Center Forward,1.365625,,0.31819806,69affc2f-4d0b-4d33-984d-fc26cee59d16,Head,Open Play,Goal,Normal,,,,,,,116.0,43.0,120.0,36.7,1.7
17,shot,9e3ab370-f20b-43d0-9406-6b5b7a7ff37c,1856,2,00:20:09.109,65,9,159,West Ham United LFC,Regular Play,False,West Ham United LFC,Esmee de Graaf,Left Wing,0.614145,,0.18632814,e1d3eda7-19f5-4bb9-9be1-201cdce2a3b1,Left Foot,Open Play,Post,Normal,True,,,,,,111.0,31.0,120.0,36.0,2.1
18,shot,e8010482-0128-4de7-b430-637082ed082c,1993,2,00:24:36.602,69,36,168,Brighton & Hove Albion WFC,From Counter,False,Brighton & Hove Albion WFC,Ellie Brazil,Center Attacking Midfield,0.359735,,0.12465303,,Left Foot,Open Play,Blocked,Normal,,,,,,,108.0,49.0,108.0,46.0,
19,shot,ca3316f4-483c-42eb-9de7-d95bec3ec379,2176,2,00:31:32.434,76,32,183,West Ham United LFC,Regular Play,False,West Ham United LFC,Jane Ross,Center Forward,0.664046,True,0.11929376,f0c0200f-efe0-42bb-bf21-3a5b49cd5ba7,Right Foot,Open Play,Saved,Normal,,,,,,,105.0,56.0,119.0,43.5,0.5
20,shot,ab2e5495-1983-4a67-b10f-5945487bb9a2,2361,2,00:40:44.058,85,44,204,West Ham United LFC,From Counter,False,West Ham United LFC,Alisha Lehmann,Right Wing,0.4318,True,0.15755504,9259850f-a7e8-49fe-81f3-76f52aae7578,Right Foot,Open Play,Saved,Normal,,,,,,,105.0,51.0,116.0,43.3,0.4
21,shot,f30872f7-dcc7-45ab-906a-f6701f158eff,2394,2,00:41:57.206,86,57,207,Brighton & Hove Albion WFC,From Throw In,False,Brighton & Hove Albion WFC,Sophie Perry-Campbell,Left Back,1.086108,,0.055115256,f0dd785c-564f-4bdf-bfd3-910db724a853,Head,Open Play,Off T,Normal,,,,,,,110.0,30.0,119.0,34.7,2.4
22,shot,13b594c5-1e91-42a8-9348-09498ebbf0ec,2475,2,00:45:35.729,90,35,222,West Ham United LFC,From Free Kick,False,West Ham United LFC,Julia Simic,Right Center Midfield,1.145,,0.06620881,80106a98-f998-4d85-875f-d12e12423c6f,Right Foot,Open Play,Saved,Normal,,,,,,,111.0,14.0,120.0,36.4,0.5
0,shot,aabcd43f-68ca-45f6-9d84-e97cb858a940,26,1,00:00:45.729,0,45,3,West Ham United LFC,From Free Kick,False,West Ham United LFC,Gilly Louise Scarlett Flaherty,Right Center Back,1.979564,True,0.082650945,,Right Foot,Open Play,Wayward,Normal,,,,,,,113.0,33.0,118.0,28.0,
1,shot,fd460ffe-a004-4956-9402-ead4327bb67e,256,1,00:10:05.255,10,5,23,West Ham United LFC,From Goal Kick,False,West Ham United LFC,Rosie Kmita,Left Wing,0.171,,0.09977389,ac0211c6-2698-44e6-8654-f2dd30b35bfb,Right Foot,Open Play,Blocked,Normal,True,,,,,,103.0,43.0,110.0,42.0,
2,shot,64ff9271-992c-494f-8e1d-0f4c53971fdc,260,1,00:10:07.338,10,7,23,West Ham United LFC,From Goal Kick,False,West Ham United LFC,Rosie Kmita,Left Wing,0.073,,0.0578006,,Left Foot,Open Play,Blocked,Normal,,,,,,,104.0,36.0,106.0,36.0,
3,shot,18082691-ea62-4c79-9363-c4d9cd05b1f4,269,1,00:10:45.073,10,45,24,West Ham United LFC,From Corner,False,West Ham United LFC,Alisha Lehmann,Right Wing,1.190336,,0.025158893,d1566964-03bd-464a-9ccb-0bb0460279ee,Right Foot,Open Play,Off T,Normal,,,,,,,102.0,26.0,120.0,45.3,2.4
4,shot,08d6a9db-812e-4644-b267-f1f57e46606a,283,1,00:12:15.480,12,15,26,Yeovil Town LFC,From Free Kick,False,Yeovil Town LFC,Ellie Mason,Left Center Back,2.331177,,0.012967956,3cd8f168-6835-4bd4-aaf9-f03742a7fe63,Left Foot,Open Play,Saved,Normal,,,,,,,84.0,53.0,120.0,40.0,0.7
5,shot,8762cdd0-02b9-447d-ac3a-fa9e0fcf2410,311,1,00:12:58.561,12,58,29,West Ham United LFC,Regular Play,False,West Ham United LFC,Alisha Lehmann,Right Wing,0.252979,True,0.27697876,1e4c4235-f58f-4c5b-a556-8a3bcd7dbe62,Right Foot,Open Play,Saved,Normal,,,,,,,109.0,49.0,110.0,43.5,0.4
6,shot,dc08c371-bffa-4da3-96b1-b28c931ff9f3,463,1,00:16:48.074,16,48,37,West Ham United LFC,From Free Kick,False,West Ham United LFC,Ria Percival,Right Back,1.772656,True,0.019679982,0578331f-b230-448c-8c7f-239567236c3f,Right Foot,Open Play,Off T,Normal,,,,,,,94.0,54.0,120.0,44.9,0.4
7,shot,c0555f61-ea0d-49f8-9d1e-30ee551b360e,521,1,00:18:32.328,18,32,43,West Ham United LFC,Regular Play,False,West Ham United LFC,Alisha Lehmann,Right Wing,2.394525,True,0.3702199,7f344f04-d7d5-44fd-853e-72b66f15eca1,Right Foot,Open Play,Goal,Normal,True,,,,,,111.0,34.0,120.0,36.5,0.3
8,shot,81714525-c992-42ad-8b1f-c7ac375ee83c,636,1,00:22:50.942,22,50,56,Yeovil Town LFC,Regular Play,False,Yeovil Town LFC,Anne-Marie Heatherson,Center Forward,1.671781,True,0.022828352,,Left Foot,Open Play,Blocked,Normal,,,,,,,106.0,61.0,107.0,60.0,
9,shot,daa412d4-aa41-4aa8-912b-c38564e8e84a,722,1,00:25:44.357,25,44,62,West Ham United LFC,Regular Play,False,West Ham United LFC,Brianna Visalli,Left Center Midfield,0.234936,True,0.04201992,,Right Foot,Open Play,Blocked,Normal,,,,,,,104.0,51.0,106.0,47.0,
10,shot,49b50ae6-4825-45c4-b732-039fbcccbc4b,758,1,00:26:21.632,26,21,62,West Ham United LFC,Regular Play,False,West Ham United LFC,Alisha Lehmann,Right Wing,0.2973,,0.2296799,77c1df67-60fc-42bb-a382-e769b6740cc7,Right Foot,Open Play,Goal,Normal,True,,,,,,116.0,37.0,120.0,36.4,0.3
11,shot,5393af76-5c34-47f0-aa34-85d9e5fbbfd2,992,1,00:33:30.899,33,30,78,West Ham United LFC,From Throw In,False,West Ham United LFC,Julia Simic,Center Midfield,0.835668,True,0.12974943,104a8912-8b47-461e-b78c-3f36b9ffc80a,Right Foot,Open Play,Goal,Volley,,,,,,,115.0,44.0,119.0,36.7,0.3
12,shot,9cfb3a96-de12-4b06-a92f-af581f8fadbd,1109,1,00:38:52.678,38,52,90,West Ham United LFC,From Keeper,False,West Ham United LFC,Jane Ross,Center Forward,1.017258,,0.22512066,896afcde-8abf-4eaf-aac4-c6f4063a4229,Right Foot,Open Play,Off T,Normal,True,,,,,,113.0,43.0,120.0,44.5,0.7
13,shot,168b31fb-ef30-444d-9e56-59f96d7cd9fd,1178,1,00:41:50.172,41,50,96,Yeovil Town LFC,Regular Play,False,Yeovil Town LFC,Olivia Fergusson,Right Wing,2.1215,True,0.014844594,,Right Foot,Open Play,Off T,Normal,,,,,,,79.0,46.0,120.0,45.1,2.1
14,shot,ececd6f0-4edb-48bf-b80d-6f90885421af,1348,2,00:01:24.711,46,24,111,Yeovil Town LFC,From Free Kick,False,Yeovil Town LFC,Nicola Cousins,Right Back,0.98875,,0.025237352,d2adb978-5bcb-4e39-ada3-c6d398b339c4,Head,Open Play,Saved,Normal,,,,,,,109.0,36.0,118.0,38.9,1.2
