,event_type,id,index,period,timestamp,minute,second,possession,possession_team,play_pattern,off_camera,team,player,position,duration,under_pressure,statsbomb_xg,key_pass_id,body_part,type,outcome,technique,first_time,follows_dribble,redirect,one_on_one,open_goal,deflected,start_location_x,start_location_y,end_location_x,end_location_y,end_location_z
20,shot,93002c0f-1fc3-4be2-9fde-be2e347481b1,1542,2,00:34:26.739,79,26,190,West Ham United LFC,From Free Kick,False,West Ham United LFC,Brooke Hendrix,Right Center Back,1.237861,,0.017934008,2fc12681-3fac-4ee0-b0a3-cd5bb51b39df,Head,Open Play,Saved,Normal,,,,,,,109.0,32.0,119.0,39.5,0.4
21,shot,250e9ee9-1eb2-4404-9aa8-4faf4f1ada51,1683,2,00:43:01.475,88,1,211,Reading WFC,Regular Play,False,Reading WFC,Rebecca Jane,Right Center Forward,1.4418,,0.12980007,9ce13f88-f8da-4940-ae8d-792a08522c42,Head,Open Play,Post,Normal,,,,,,,111.0,40.0,120.0,44.0,1.8
0,shot,08316859-aa56-440e-93f9-e6e27ffad450,145,1,00:04:49.020,4,49,9,West Ham United LFC,From Throw In,False,West Ham United LFC,Kate Longhurst,Left Center Midfield,0.9284,,0.19338447,30111f80-ee75-4fc3-98c6-df004319fd89,Head,Open Play,Off T,Normal,,,,,,,113.0,42.0,119.0,44.4,4.7
1,shot,4d89469a-88d2-46ea-ad46-d056fd1bbf3b,216,1,00:08:05.208,8,5,18,West Ham United LFC,From Throw In,False,West Ham United LFC,Kate Longhurst,Left Center Midfield,1.0415,,0.056511782,9a1146d2-0df4-4bfd-9a3b-1d083b71d802,Head,Open Play,Off T,Normal,,,,,,,109.0,38.0,119.0,44.5,3.6
2,shot,fe00c4ae-17f0-4891-a9a5-7c15f6c653a2,230,1,00:08:46.691,8,46,21,Yeovil Town LFC,Regular Play,False,Yeovil Town LFC,Shannon Albuery,Left Center Forward,2.2071,,0.28060293,8ebc2da7-4239-4414-988a-21937a89845f,Right Foot,Open Play,Wayward,Normal,,,,,,,110.0,35.0,118.0,50.0,
3,shot,a80dbeea-56bc-4005-8abf-a6356761ab48,604,1,00:19:57.189,19,57,46,West Ham United LFC,From Free Kick,False,West Ham United LFC,Kate Longhurst,Left Center Midfield,1.0974,,0.026119435,1e520cd7-642a-4255-8e73-cf4ad55eaabb,Head,Open Play,Saved,Normal,,,,,,,108.0,36.0,119.0,36.5,1.4
4,shot,56371383-d7fd-4ab5-a343-2bc4f91b3146,650,1,00:21:41.063,21,41,51,West Ham United LFC,Regular Play,False,West Ham United LFC,Alisha Lehmann,Right Wing,1.11095,,0.19208941,9f7f66d8-448f-401c-a69a-c137fd5796bf,Right Foot,Open Play,Off T,Normal,,,,True,,,109.0,48.0,119.0,34.9,0.7
5,shot,3180f36e-c9ca-4273-b943-875afac3a259,709,1,00:24:38.757,24,38,57,West Ham United LFC,From Throw In,False,West Ham United LFC,Kate Longhurst,Left Center Midfield,0.197,,0.122337446,caceb869-daf5-4597-97e0-8de4404ac6f3,Head,Open Play,Wayward,Normal,,,,,,,114.0,43.0,117.0,28.0,
6,shot,4b777221-50d4-4e53-867a-72adafd71892,742,1,00:26:41.463,26,41,62,Yeovil Town LFC,From Free Kick,False,Yeovil Town LFC,Amy Goddard,Right Back,2.184362,,0.08041045,a1fb12ed-5662-4b4c-8cf7-5803bccdb208,Head,Open Play,Off T,Normal,,,,,,,109.0,39.0,120.0,45.8,1.0
7,shot,2048156b-fba1-4ac8-8d44-40070028c4fd,912,1,00:34:21.491,34,21,76,Yeovil Town LFC,From Throw In,False,Yeovil Town LFC,Ellie Mason,Left Defensive Midfield,1.578476,,0.0077130357,,Left Foot,Open Play,Saved,Normal,,,,,,,92.0,65.0,120.0,43.3,0.7
8,shot,f2b40da9-4c8d-461f-858d-c6c5b74c3aae,951,1,00:35:57.798,35,57,80,West Ham United LFC,From Corner,False,West Ham United LFC,Gilly Louise Scarlett Flaherty,Right Center Back,0.327328,,0.1416091,ed9f5726-6ffb-4e0d-825a-69ab164545ed,Right Foot,Open Play,Saved,Normal,True,,,,,,113.0,49.0,118.0,43.5,1.4
9,shot,2403497a-0db2-4e1e-9458-7af576d95e07,956,1,00:36:26.634,36,26,81,West Ham United LFC,From Corner,False,West Ham United LFC,Gilly Louise Scarlett Flaherty,Right Center Back,0.5794,,0.027401602,d8eb1997-d891-4a7d-970b-e77974ea6460,Head,Open Play,Wayward,Normal,,,,,,,109.0,37.0,114.0,35.0,
10,shot,fa1edf4d-863c-4b2d-a8b0-f9c27c0d6910,993,1,00:38:25.953,38,25,84,Yeovil Town LFC,From Free Kick,False,Yeovil Town LFC,Ellie Mason,Left Defensive Midfield,1.410494,,0.14050534,86286662-7751-49a7-89b2-9e89f5fa61d5,Head,Open Play,Off T,Normal,,,,,,,113.0,43.0,120.0,37.3,4.0
11,shot,abb0399b-e4d7-4a0a-8dcc-809e585f026a,1194,1,00:43:26.907,43,26,94,West Ham United LFC,Regular Play,False,West Ham United LFC,Jane Ross,Center Forward,0.251225,,0.30190322,26442c87-3033-4b1d-b786-8a98bf36988b,Right Foot,Open Play,Saved,Normal,,True,,True,,,112.0,45.0,113.0,40.0,1.0
12,shot,71efde8d-368c-459c-bdb9-7ecb2ff069a6,1225,1,00:44:06.213,44,6,94,West Ham United LFC,Regular Play,False,West Ham United LFC,Julia Simic,Center Defensive Midfield,1.168509,,0.06285412,297af9ec-8776-4f86-8c3a-dfb032a5f011,Right Foot,Open Play,Saved,Normal,,,,,,,99.0,28.0,118.0,40.5,1.2
13,shot,745cee20-0ce9-40dd-a9b5-1114e250ce69,1450,2,00:07:53.570,52,53,119,Yeovil Town LFC,From Free Kick,False,Yeovil Town LFC,Olivia Fergusson,Right Center Forward,2.088197,,0.08679741,,Right Foot,Open Play,Off T,Normal,,,,,,,101.0,41.0,119.0,44.7,1.6
14,shot,3409fce6-3ca1-4b4a-aa72-21eba0129cef,1553,2,00:11:40.762,56,40,126,West Ham United LFC,From Free Kick,False,West Ham United LFC,Kate Longhurst,Left Center Midfield,0.0722,,0.15236652,,Right Foot,Open Play,Saved,Normal,,,,,,,114.0,40.0,116.0,38.9,1.1
15,shot,0384ed2a-cf5b-4c7e-8d1f-941735b26e03,1557,2,00:11:43.186,56,43,126,West Ham United LFC,From Free Kick,False,West Ham United LFC,Brooke Hendrix,Left Center Back,0.8739,,0.05144957,,Right Foot,Open Play,Blocked,Volley,,,,,,,106.0,47.0,118.0,44.0,
16,shot,a861196d-7196-465b-b693-0bc03d5a86b3,1676,2,00:18:21.469,63,21,138,West Ham United LFC,From Throw In,False,West Ham United LFC,Jane Ross,Center Forward,0.0585,,0.05036792,729fd116-14bc-42d5-b710-98ddf267b86e,Head,Open Play,Blocked,Normal,,,,,,,108.0,38.0,110.0,39.0,
17,shot,55c34f28-0000-4454-a15e-999ebc907e06,1711,2,00:20:11.470,65,11,141,Yeovil Town LFC,From Throw In,False,Yeovil Town LFC,Ellie Mason,Left Defensive Midfield,2.134997,,0.009473293,,Left Foot,Open Play,Wayward,Normal,,,,,,,76.0,40.0,119.0,35.0,
18,shot,bcea5ecd-b184-4f08-92fc-1f6c963cc832,1726,2,00:20:31.364,65,31,142,West Ham United LFC,Regular Play,False,West Ham United LFC,Jane Ross,Center Forward,0.2261,,0.03413693,7b4343cf-bad2-4e6d-a7fa-0c06b7b760a6,Right Foot,Open Play,Blocked,Normal,,,,,,,106.0,57.0,112.0,53.0,
19,shot,fb4ab900-0905-4a4e-b13b-5c284ddc520a,1733,2,00:21:02.704,66,2,143,West Ham United LFC,From Corner,False,West Ham United LFC,Leanne Kiernan,Right Wing,1.089749,,0.0639774,,Right Foot,Open Play,Goal,Half Volley,True,,,,,,108.0,44.0,120.0,37.8,2.3
20,shot,2d8a6301-0d66-4ac0-85d1-2120b88e52ed,1851,2,00:30:07.917,75,7,152,West Ham United LFC,Regular Play,False,West Ham United LFC,Jane Ross,Center Forward,0.0415,,0.14801906,33d36ca3-906f-4130-bd1b-198eff628e51,Head,Open Play,Blocked,Normal,,,,,,,113.0,40.0,117.0,38.0,
21,shot,a7963ce6-1c91-4efa-bcf8-c00e35980b16,1871,2,00:31:12.517,76,12,154,West Ham United LFC,From Throw In,False,West Ham United LFC,Julia Simic,Center Defensive Midfield,1.690318,,0.016853184,fd08dc1b-c914-4499-8d70-1f37382fa40b,Right Foot,Open Play,Off T,Volley,,,,,,,92.0,51.0,120.0,38.7,3.9
22,shot,caa7a499-eb20-4f65-b386-6ac972c2ecc3,1891,2,00:32:28.977,77,28,156,Yeovil Town LFC,From Free Kick,False,Yeovil Town LFC,Amy Goddard,Right Back,0.4089,,0.052815605,e5374cbb-cf26-4e10-85ce-0258f60113ff,Head,Open Play,Blocked,Normal,,,,,,,111.0,35.0,114.0,38.0,
23,shot,66fcea7d-00c6-435d-bd4b-2a4492464d70,1897,2,00:32:30.665,77,30,156,Yeovil Town LFC,From Free Kick,False,Yeovil Town LFC,Ellie Mason,Left Defensive Midfield,0.850037,,0.42202133,,Right Foot,Open Play,Goal,Normal,,,,,,,114.0,40.0,119.0,43.6,2.1
24,shot,5f39e061-5e62-4c35-ba61-fe7e11a804ec,1919,2,00:33:52.520,78,52,157,West Ham United LFC,From Kick Off,False,West Ham United LFC,Rosie Kmita,Right Wing,1.122137,,0.07764907,d1d05f06-0b0b-40c6-9bdc-56a93cf095c7,Left Foot,Open Play,Goal,Volley,,,,,,,103.0,30.0,120.0,43.3,0.9
25,shot,043607a4-30b9-4cb7-88c0-16aec98b1bec,1950,2,00:36:24.658,81,24,162,Yeovil Town LFC,Regular Play,False,Yeovil Town LFC,Amy Goddard,Right Back,2.612251,True,0.029586881,,Left Foot,Open Play,Off T,Normal,,,,,,,94.0,28.0,119.0,34.4,1.1
26,shot,9c68504c-fa7a-4136-a993-04017f811da2,1984,2,00:40:51.610,85,51,168,West Ham United LFC,Regular Play,False,West Ham United LFC,Rosie Kmita,Right Wing,0.0754,,0.056897778,68aa04c6-482a-4751-983f-1094f52a9ca4,Left Foot,Open Play,Blocked,Normal,,,,,,,102.0,30.0,104.0,31.0,
27,shot,386e6a4c-776d-46e9-b9ab-6e03cfc5b77e,2154,2,00:48:25.265,93,25,188,West Ham United LFC,From Throw In,False,West Ham United LFC,Kate Longhurst,Left Center Midfield,0.756,,0.026983375,b0073bde-e044-4984-a52d-2ac8347f0821,Right Foot,Open Play,Off T,Normal,,,,,,,113.0,23.0,120.0,46.0,1.2
28,shot,1364d720-6cc1-40de-a31a-88552c465b1f,2172,2,00:49:16.467,94,16,191,Yeovil Town LFC,Regular Play,False,Yeovil Town LFC,Olivia Fergusson,Right Center Forward,1.31959,True,0.09825773,c7420df2-e5a6-4b36-ab65-5d4ab385352b,Right Foot,Open Play,Off T,Normal,,,,True,,,106.0,54.0,118.0,35.5,1.0
0,shot,db99424c-53c8-42f9-9ac4-58a0659722b4,142,1,00:05:17.157,5,17,15,Chelsea LFC,Regular Play,False,Chelsea LFC,Francesca Kirby,Center Forward,0.910226,True,0.124424495,59e10194-ceef-4197-b30a-d3e1172aab4b,Left Foot,Open Play,Saved,Normal,,,,,,,110.0,27.0,117.0,39.1,1.1
1,shot,89632431-1933-4237-a015-0c61430893e1,363,1,00:11:24.560,11,24,26,Chelsea LFC,Regular Play,False,Chelsea LFC,Ramona Bachmann,Right Attacking Midfield,0.415967,,0.26408383,093e2639-4440-4e26-a0d3-1f9295719411,Right Foot,Open Play,Blocked,Normal,,,,,,,114.0,38.0,118.0,40.0,
2,shot,68f1109c-a812-4814-84ee-251dda3082d9,435,1,00:14:21.745,14,21,31,Brighton & Hove Albion WFC,Regular Play,False,Brighton & Hove Albion WFC,Aileen Whelan,Left Wing,1.14387,,0.013148468,dc929d6a-4dd1-4a91-b9d3-70eb21c19677,Right Foot,Open Play,Saved,Normal,,,,,,,89.0,27.0,120.0,37.5,0.8
3,shot,f5dc319f-1f5d-4a10-8da6-3570bcd45e07,461,1,00:15:26.454,15,26,33,Chelsea LFC,From Corner,False,Chelsea LFC,Magdalena Ericsson,Left Center Back,0.259599,,0.03780673,,Head,Open Play,Off T,Normal,,,,,,,108.0,43.0,119.0,33.1,2.2
4,shot,8e8e5840-d98b-4c9e-9819-d88e88041930,500,1,00:16:43.570,16,43,35,Chelsea LFC,Regular Play,False,Chelsea LFC,Jonna Andersson,Left Midfield,0.533346,,0.030669874,5cef338e-b8e2-401c-bc62-7d1295c826a8,Left Foot,Open Play,Blocked,Normal,,,,,,,97.0,28.0,104.0,27.0,
5,shot,7cc041aa-f480-4acb-8d97-15cfa79f027b,624,1,00:22:40.693,22,40,43,Chelsea LFC,Regular Play,False,Chelsea LFC,Millie Bright,Right Center Back,1.271433,,0.011364163,74ca56b0-f7ae-480b-b47e-259d1e428dfe,Left Foot,Open Play,Off T,Normal,,,,,,,83.0,49.0,119.0,31.6,3.0
6,shot,34afdd82-a1b5-4007-a8f0-ac15f6ba7690,693,1,00:25:34.518,25,34,52,Brighton & Hove Albion WFC,Regular Play,False,Brighton & Hove Albion WFC,Iniabasi Anefiok Umotong,Center Forward,1.670691,True,0.011407648,74991a4a-60f6-496e-9e2c-385f3ea3d465,Right Foot,Open Play,Off T,Normal,,,,,,,87.0,43.0,120.0,48.2,4.7
7,shot,9172edf0-26d2-4c7c-b8ee-0329b643d6b4,750,1,00:26:58.204,26,58,57,Chelsea LFC,Regular Play,False,Chelsea LFC,So-yun Ji,Left Defensive Midfield,0.987222,,0.07824891,09d028f4-d142-4a62-97a3-819d32fac752,Right Foot,Open Play,Saved,Normal,,,,,,,100.0,38.0,117.0,37.5,0.6
8,shot,62db6b18-1b10-449e-bc11-2df3005b3a79,801,1,00:28:09.718,28,9,61,Chelsea LFC,From Throw In,False,Chelsea LFC,Erin Cuthbert,Left Attacking Midfield,0.298143,,0.374072,736384bc-6220-4223-9d0b-c7d8a3b712ca,Right Foot,Open Play,Saved,Normal,,,,True,,,112.0,46.0,114.0,41.6,0.6
9,shot,b6ac33be-52f2-4056-a39b-5f03c10c6c38,842,1,00:29:29.038,29,29,64,Chelsea LFC,From Corner,False,Chelsea LFC,Maren Nævdal Mjelde,Center Back,1.305283,,0.012368329,,Right Foot,Open Play,Off T,Normal,,,,,,,89.0,35.0,120.0,44.5,3.0
10,shot,5cf716a0-6709-4e9c-99e2-34b54a24a7a2,857,1,00:30:11.273,30,11,66,Chelsea LFC,Regular Play,False,Chelsea LFC,Erin Cuthbert,Left Attacking Midfield,1.468481,,0.060379248,e50cd808-4f04-48bc-bd22-14f1f9ba2eda,Left Foot,Open Play,Saved,Volley,,True,,,,,101.0,46.0,118.0,42.7,0.7
11,shot,e05c3095-4f93-436c-9a02-e15ad1693e8b,901,1,00:31:16.955,31,16,69,Chelsea LFC,Regular Play,False,Chelsea LFC,Francesca Kirby,Center Forward,1.359776,,0.12090021,967b8eba-bbf5-48d5-9e3b-18d479a10c39,Right Foot,Open Play,Goal,Volley,,,,,,,109.0,31.0,119.0,43.3,0.8
12,shot,1d07fb3e-02c6-4a9c-a41c-cceab623de77,978,1,00:35:21.765,35,21,78,Chelsea LFC,Regular Play,False,Chelsea LFC,Erin Cuthbert,Right Attacking Midfield,0.98983,,0.22559582,fed9a4fe-8f01-4bef-b823-346da6b2975b,Left Foot,Open Play,Goal,Half Volley,,,,,,,111.0,35.0,119.0,43.5,1.3
13,shot,ef0d3a4b-b5b9-4fee-a802-1dc5bff22ebb,1427,2,00:03:04.869,48,4,110,Brighton & Hove Albion WFC,From Keeper,False,Brighton & Hove Albion WFC,Victoria Williams,Left Center Back,2.758829,True,0.033137243,7beb6039-6d37-491c-8fbf-3a9e5cef31e2,Right Foot,Open Play,Off T,Normal,,,,,,,82.0,13.0,119.0,47.3,0.9
14,shot,a75a1583-09f7-4728-9b76-ba370f581f5f,1483,2,00:04:41.526,49,41,114,Brighton & Hove Albion WFC,From Throw In,False,Brighton & Hove Albion WFC,Iniabasi Anefiok Umotong,Center Forward,0.761562,,0.304176,12c249d4-5da8-48e8-9528-ad8fec0fb39a,Right Foot,Open Play,Saved,Normal,,,,,,,107.0,31.0,114.0,43.3,0.4
15,shot,96818ace-ee75-4e14-836a-c202a86c4368,1487,2,00:05:32.203,50,32,115,Brighton & Hove Albion WFC,From Corner,False,Brighton & Hove Albion WFC,Iniabasi Anefiok Umotong,Center Forward,1.17162,,0.015540468,15777207-4f92-4718-8b61-04dca31a940b,Head,Open Play,Off T,Normal,,,,,,,106.0,43.0,119.0,34.0,0.1
16,shot,de7d880d-0f00-4708-b192-c24505691a2e,1552,2,00:07:27.108,52,27,121,Brighton & Hove Albion WFC,Regular Play,False,Brighton & Hove Albion WFC,Iniabasi Anefiok Umotong,Center Forward,1.521508,,0.0414056,4ba2bce8-d4b9-4d63-a5ad-0ca95791a09b,Right Foot,Open Play,Off T,Normal,,True,,,,,95.0,41.0,119.0,33.8,0.2
17,shot,f6fde5e2-e433-4613-8b93-2bab730e3cd9,1634,2,00:10:33.848,55,33,126,Chelsea LFC,From Corner,False,Chelsea LFC,Francesca Kirby,Center Forward,0.237252,,0.11120845,193d0f85-39d0-4f75-9781-d235d1d9638f,Left Foot,Open Play,Blocked,Normal,,,,,,,114.0,46.0,117.0,44.0,
18,shot,991995fe-9264-4ab0-be30-17648b487438,1638,2,00:10:35.108,55,35,126,Chelsea LFC,From Corner,False,Chelsea LFC,Francesca Kirby,Center Forward,0.1897,,0.17702676,,Right Foot,Open Play,Saved,Normal,,,,,,,115.0,46.0,117.0,37.1,0.6
19,shot,d17ad088-dd19-44a1-a766-6c19a06b2624,1643,2,00:10:36.870,55,36,126,Chelsea LFC,From Corner,False,Chelsea LFC,Erin Cuthbert,Right Attacking Midfield,0.533062,,0.052396115,,Right Foot,Open Play,Off T,Volley,,,,,,,108.0,50.0,120.0,34.9,3.3
20,shot,21e71dbc-7682-477f-a18d-2e04d535a3cd,1677,2,00:11:46.977,56,46,129,Chelsea LFC,From Corner,False,Chelsea LFC,Maren Nævdal Mjelde,Center Back,0.416871,,0.022537472,,Right Foot,Open Play,Blocked,Volley,,,,,,,94.0,43.0,102.0,43.0,
21,shot,3578e695-5f61-4c7a-8279-a3b1290da8ad,1681,2,00:11:48.822,56,48,129,Chelsea LFC,From Corner,False,Chelsea LFC,Millie Bright,Right Center Back,1.048852,,0.05980747,,Right Foot,Open Play,Off T,Normal,,,,,,,104.0,35.0,120.0,46.4,2.1
22,shot,2e8fe0b7-5eab-46a4-8d76-03065f96c3c8,1767,2,00:15:35.992,60,35,138,Brighton & Hove Albion WFC,From Corner,False,Brighton & Hove Albion WFC,Fern Whelan,Center Defensive Midfield,1.038941,,0.015364563,27fa2830-6fb0-4bed-8fd8-0992fcce7eb9,Head,Open Play,Saved,Normal,,,,,,,106.0,35.0,118.0,39.3,1.6
23,shot,dabc62a1-5a05-4814-ad60-adcc29b454c3,1772,2,00:15:44.040,60,44,140,Brighton & Hove Albion WFC,Regular Play,False,Brighton & Hove Albion WFC,Victoria Williams,Left Center Back,1.667098,,0.0143206725,,Left Foot,Open Play,Saved,Normal,,,,,,,86.0,42.0,118.0,42.4,1.8
24,shot,11d1b623-d076-46f2-843a-428f59c90baa,1776,2,00:16:17.666,61,17,141,Brighton & Hove Albion WFC,From Corner,False,Brighton & Hove Albion WFC,Fern Whelan,Center Defensive Midfield,0.52604,,0.021316385,2090617e-2df0-4268-a6f3-9bf976be5487,Head,Open Play,Blocked,Normal,,,,,,,109.0,32.0,111.0,35.0,
25,shot,25535e1a-32a0-45df-a529-0b15b1320810,1784,2,00:17:07.131,62,7,142,Brighton & Hove Albion WFC,From Corner,False,Brighton & Hove Albion WFC,Aileen Whelan,Left Wing,1.567878,,0.01576776,55f449d4-8746-4581-a231-4a90ee83f50a,Right Foot,Open Play,Saved,Normal,,,,,,,88.0,40.0,118.0,43.5,1.7
26,shot,b763ef04-3b70-4a56-ba0b-cb85b90be012,1808,2,00:18:17.323,63,17,145,Chelsea LFC,Regular Play,False,Chelsea LFC,Ramona Bachmann,Left Attacking Midfield,0.424734,,0.037317052,b6b37fc1-2d9e-4387-bc33-aab06b5e3a13,Left Foot,Open Play,Blocked,Normal,,True,,,,,110.0,55.0,113.0,47.0,
27,shot,b46149ff-c563-47b9-991e-87aad9334456,1928,2,00:23:18.613,68,18,155,Chelsea LFC,From Goal Kick,False,Chelsea LFC,Millie Bright,Right Center Back,1.363856,,0.015924435,8244add1-f355-4e58-a815-1917629ef385,Right Foot,Open Play,Off T,Normal,,,,,,,93.0,60.0,120.0,44.4,3.9
28,shot,79554a6b-62bc-42f3-ab10-84719b4c240c,2034,2,00:26:35.326,71,35,163,Brighton & Hove Albion WFC,Regular Play,False,Brighton & Hove Albion WFC,Iniabasi Anefiok Umotong,Center Forward,0.894868,,0.034684222,5d18e6a0-4e4b-48ba-8c85-6f2811fde143,Right Foot,Open Play,Saved,Normal,,True,,,,,95.0,46.0,118.0,37.1,1.4
29,shot,57f99c15-7c92-49da-a4c6-51d0fc317767,2149,2,00:30:59.713,75,59,173,Chelsea LFC,From Throw In,False,Chelsea LFC,Jonna Andersson,Left Midfield,2.800917,True,0.03804639,c536233f-cb83-4cac-a0bf-f43ed9ba30c4,Left Foot,Open Play,Off T,Normal,,,,,,,111.0,26.0,120.0,45.8,0.1
30,shot,f5ca3a2c-a567-4037-b575-30e47ab346cb,2156,2,00:31:58.061,76,58,175,Chelsea LFC,Regular Play,False,Chelsea LFC,Ramona Bachmann,Left Attacking Midfield,0.850062,,0.07921832,fd51f4cb-ec04-4808-94b7-7e1ded5c5105,Left Foot,Open Play,Blocked,Normal,,,,,,,107.0,51.0,117.0,43.0,
31,shot,c3960f52-5b51-46b9-8b60-ac1fedf296f9,2170,2,00:32:18.157,77,18,177,Chelsea LFC,Regular Play,False,Chelsea LFC,Ramona Bachmann,Left Attacking Midfield,2.411069,,0.014951903,9b1f5298-33ab-422c-abe9-f45284c8029f,Right Foot,Open Play,Off T,Normal,,,,,,,90.0,54.0,120.0,34.9,0.8
32,shot,75b21f5d-bffd-4f25-b902-f2f1b8c50aca,2248,2,00:35:37.462,80,37,185,Brighton & Hove Albion WFC,Regular Play,False,Brighton & Hove Albion WFC,Iniabasi Anefiok Umotong,Center Forward,0.773828,,0.06208035,9774cc39-90ed-4f3f-9154-8484895ebe9f,Right Foot,Open Play,Saved,Normal,,,,True,,,116.0,54.0,119.0,36.4,1.9
33,shot,ab126949-d6d1-4bc0-bece-721fa1f610fe,2252,2,00:36:25.011,81,25,186,Brighton & Hove Albion WFC,From Corner,False,Brighton & Hove Albion WFC,Victoria Williams,Left Center Back,0.413273,,0.035784684,107442ea-d483-4d1e-b382-ad361ff20596,Head,Open Play,Blocked,Normal,,,,,,,112.0,34.0,114.0,36.0,
34,shot,9ba58318-f0de-42d7-bb81-e5e2694a2263,2273,2,00:37:13.373,82,13,188,Brighton & Hove Albion WFC,Regular Play,False,Brighton & Hove Albion WFC,Kayleigh Green,Left Center Midfield,1.579021,,0.0179788,,Left Foot,Open Play,Off T,Normal,,,,,,,87.0,37.0,119.0,45.6,2.9
35,shot,db77630a-f67e-46a2-9d6e-4b349811dede,2378,2,00:41:17.142,86,17,197,Chelsea LFC,From Throw In,False,Chelsea LFC,Bethany England,Center Forward,1.280013,,0.04900419,ff737ceb-f82b-431b-a494-354a2706c8de,Left Foot,Open Play,Off T,Normal,,True,,,,,106.0,51.0,120.0,34.5,3.0
36,shot,4e67031b-90ce-4c7d-a4ca-b099b741fa91,2516,2,00:46:06.433,91,6,208,Chelsea LFC,Regular Play,False,Chelsea LFC,Francesca Kirby,Right Attacking Midfield,0.91187,,0.46635443,e8620a29-9e71-4f23-8eef-09c7a1bfaea2,Right Foot,Open Play,Saved,Normal,,,,,,True,107.0,38.0,115.0,41.6,0.2
37,shot,9d953c34-debf-4e5f-afc0-37c7b2af7326,2557,2,00:47:06.256,92,6,212,Chelsea LFC,Regular Play,False,Chelsea LFC,Jonna Andersson,Left Midfield,1.237201,True,0.032401152,,Left Foot,Open Play,Saved,Normal,,True,,,,,107.0,25.0,120.0,36.9,0.4
0,shot,1a200bac-38f4-46cf-aa69-df596db3ade8,168,1,00:04:20.451,4,20,16,Birmingham City WFC,Regular Play,False,Birmingham City WFC,Emma Follis,Center Forward,0.975673,,0.037482057,0913b6e1-d45f-4eb9-b8b9-4993d970bfa5,Right Foot,Open Play,Saved,Normal,True,,,,,,103.0,55.0,119.0,42.5,0.2
1,shot,847cda9a-187b-4afc-a998-fc776dc07eaf,475,1,00:13:48.501,13,48,34,Manchester City WFC,From Corner,False,Manchester City WFC,Stephanie Houghton,Right Center Back,0.5543,,0.021290079,579e1d5d-809a-4599-b97d-20fefb9e454b,Head,Open Play,Blocked,Normal,,,,,,,106.0,37.0,112.0,36.0,
2,shot,a11087dc-3566-4332-97be-9581f47bfacd,482,1,00:13:57.478,13,57,34,Manchester City WFC,From Corner,False,Manchester City WFC,Georgia Stanway,Left Attacking Midfield,0.8701,,0.012332162,b6d7bbdd-26ac-4c97-91db-9b39a731664c,Right Foot,Open Play,Wayward,Normal,,,,,,,87.0,47.0,102.0,37.0,
3,shot,97d71d15-0313-4b5e-9e09-8a113edab0ca,605,1,00:17:24.121,17,24,44,Birmingham City WFC,Regular Play,False,Birmingham City WFC,Chloe Arthur,Center Attacking Midfield,1.85422,,0.02155085,cb902e35-c1f4-4150-aec2-2cbf7b513ea5,Left Foot,Open Play,Off T,Normal,,,,,,,91.0,39.0,120.0,35.5,2.7
4,shot,08d30b05-8311-41ae-a9c8-480265dc97dc,652,1,00:18:46.794,18,46,48,Birmingham City WFC,Regular Play,False,Birmingham City WFC,Lucy Staniforth,Left Wing,0.632831,,0.2686039,54402bea-4ede-4f62-8eaa-af0fd952cfd0,Right Foot,Open Play,Wayward,Normal,,,,,,,113.0,42.0,116.0,40.0,
5,shot,714a4fc7-9cb9-469c-8f7c-61ec318afc34,773,1,00:23:14.335,23,14,58,Birmingham City WFC,Regular Play,False,Birmingham City WFC,Hayley Ladd,Left Center Midfield,2.2211,,0.056106396,,Right Foot,Open Play,Off T,Half Volley,,,,,,,102.0,40.0,120.0,33.6,1.3
6,shot,c4f802bb-5315-4c0c-b21e-8b90e8921271,936,1,00:27:28.254,27,28,67,Manchester City WFC,Regular Play,False,Manchester City WFC,Georgia Stanway,Left Attacking Midfield,1.562603,,0.025079584,5d285d3e-ca74-48cc-84db-dce814b2a423,Right Foot,Open Play,Off T,Normal,,,,,,,95.0,32.0,120.0,34.0,0.1
7,shot,c81ad9e1-4e12-4ad9-be41-61890c5f45f0,1022,1,00:30:31.938,30,31,78,Manchester City WFC,Regular Play,False,Manchester City WFC,Caroline Weir,Left Midfield,1.366533,,0.013885934,74745389-d732-42e0-8664-ad0d5ba21dfd,Right Foot,Open Play,Off T,Normal,,,,,,,92.0,21.0,120.0,37.6,3.9
8,shot,654ff68d-ad36-4498-bdc7-64ab0525ba5a,1075,1,00:33:58.417,33,58,81,Birmingham City WFC,From Throw In,False,Birmingham City WFC,Emma Follis,Center Forward,1.041123,,0.015188329,c9993a61-b8a2-4576-8eaa-e123d897f409,Right Foot,Open Play,Saved,Normal,,,,,,,101.0,58.0,120.0,42.9,1.3
9,shot,9123c1f8-1fec-47a8-9641-b538aff10772,1235,1,00:40:27.519,40,27,98,Manchester City WFC,From Corner,False,Manchester City WFC,Jennifer Beattie,Left Center Back,1.2827,,0.012719828,aa042c9e-1770-4962-9862-00fd04459c59,Head,Open Play,Blocked,Normal,,,,,,,108.0,47.0,119.0,38.0,
