,duration,distance,build_up_duration,shot_technique_3,shot_open_goal,pass_height_name,pass_cut_back,shot_technique_4,pass_through_ball,shot_technique_2,follows_goalkeeper,follows_dribble,pass_cross,goal
1542,0.1787,17.804493814764854,27.67116500000001,0,0,0,1,1,0,0,0,0,0,0
1543,1.640961,37.8549864614954,8.726507000000002,0,0,2,0,1,0,0,0,0,0,0
1544,0.9307,9.219544457292887,3.715811,0,0,1,0,1,0,0,0,1,0,0
1545,1.223,36.40054944640259,32.855,0,0,0,0,1,0,0,0,0,0,0
1546,1.088,8.54400374531753,32.989999999999995,0,0,1,0,1,0,0,0,0,1,1
1547,1.856,18.027756377319946,18.006999999999994,0,0,0,0,1,0,0,0,0,0,0
1548,1.4377209999999998,18.439088914585774,21.206669,0,0,0,0,1,0,0,0,0,0,1
1549,0.079249,13.038404810405297,26.950574,0,0,0,0,1,0,0,0,0,0,0
1550,1.1606,18.35755975068582,12.739039,0,0,1,0,1,1,0,0,0,0,0
1551,1.883636,30.805843601498733,6.154277,0,0,2,0,1,0,0,0,0,0,0
1552,1.941539,6.0827625302982185,15.294601999999996,0,0,1,0,1,0,0,0,0,1,0
1553,0.493,27.018512172212592,7.600999999999999,0,0,0,0,1,0,0,0,0,0,0
1554,0.8897950000000001,13.601470508735444,2.1273,0,0,1,0,0,0,0,0,0,1,0
1555,1.2269,27.018512172212592,9.004261000000003,0,0,0,0,1,0,0,0,0,0,0
1556,0.3215,21.40093455903269,12.537298,0,0,2,1,1,0,0,0,0,0,0
1557,0.1603,23.769728648009423,2.7054,0,0,0,0,1,0,0,0,0,0,0
1558,0.213,27.313000567495326,2.693,0,0,1,0,1,0,0,0,0,0,0
1559,0.85,15.811388300841895,17.005000000000006,0,0,0,0,1,1,0,0,0,0,1
1560,0.12,22.67156809750927,8.760000000000002,0,0,0,0,1,0,0,0,0,0,0
1561,0.252,9.219544457292887,6.425,0,0,1,0,1,0,0,0,0,0,0
1562,2.8310000000000004,16.278820596099706,2.7860000000000005,1,0,1,0,0,0,0,0,0,0,1
1563,0.578361,12.041594578792296,2.8137,0,0,1,0,1,0,0,0,0,1,0
1564,0.78433,17.691806012954128,2.9514000000000005,0,0,0,0,1,0,0,0,0,0,0
1565,1.6712,26.683328128252672,3.6787,0,0,0,0,1,0,0,0,0,0,0
1566,0.327,4.0,18.030387,0,0,0,0,1,0,0,0,0,1,0
1567,0.7463810000000001,8.06225774829855,8.390572,0,0,0,0,1,0,0,0,1,0,1
1568,1.618,19.235384061671343,12.878,1,0,0,0,0,0,0,0,0,0,0
1569,1.44,8.94427190999916,2.52,0,0,1,0,1,0,0,0,0,0,0
1570,0.1867,22.09072203437452,15.880886,0,0,0,0,1,0,0,0,0,0,0
1571,0.041376,11.704699910719626,4.588136,0,0,0,0,1,1,0,0,0,0,0
1572,1.2069,6.4031242374328485,13.44644,0,0,1,0,1,0,0,0,0,1,0
1573,0.751225,21.93171219946131,2.3925150000000004,0,0,0,1,1,0,0,0,0,0,0
1574,1.6795,28.653097563788805,17.677531,0,0,0,0,1,0,0,0,0,0,0
1575,0.8123,8.48528137423857,8.7732,0,0,1,0,0,0,1,0,0,0,0
1576,0.6111,14.7648230602334,8.9744,0,0,0,0,1,0,0,0,0,0,0
1577,0.1369,15.811388300841895,15.800206999999995,0,0,1,0,1,0,0,0,0,0,0
1578,1.004,10.77032961426901,40.468,0,0,0,1,1,0,0,0,0,0,0
1579,0.843,13.601470508735444,40.62899999999999,0,0,2,0,1,0,0,0,1,0,1
1580,1.106,5.830951894845301,5.277,0,0,1,0,1,0,0,0,0,1,0
1581,0.826,9.219544457292887,3.1239999999999997,0,0,2,0,0,0,1,0,0,0,0
1582,0.888,17.4928556845359,9.083,0,0,1,0,1,0,0,0,0,0,0
1583,0.527,29.8328677803526,7.387,0,0,0,0,1,0,0,0,0,0,0
1584,0.2071,15.620499351813306,4.1362000000000005,0,0,0,0,1,0,0,0,0,0,0
1585,0.8312930000000001,19.209372712298546,14.215886,0,0,0,0,1,0,0,0,0,0,0
1586,0.7314,17.11724276862369,7.712099000000001,0,0,1,0,1,0,0,0,0,0,0
1587,1.4067,24.413111231467404,1.5145420000000005,0,0,0,0,1,0,0,0,0,0,0
1588,1.146,16.76305461424021,4.161122,0,0,1,0,1,0,0,0,0,0,0
1589,1.470993,27.018512172212592,7.140502000000001,0,0,1,0,1,0,0,0,0,0,0
1590,0.2719,12.083045973594572,16.038519,0,0,0,0,1,0,0,0,0,1,0
1591,0.6371,16.97056274847714,6.5193340000000015,0,0,1,0,1,0,0,0,0,0,0
1592,0.902,12.041594578792296,23.526999999999994,0,0,1,0,1,0,0,0,0,0,0
1593,0.898,7.071067811865476,11.716,0,0,1,0,1,0,0,0,0,0,0
1594,0.7734479999999999,10.77032961426901,3.3169999999999997,0,0,1,0,1,0,0,0,0,0,0
1595,1.809792,30.01666203960727,29.578103000000002,0,0,0,0,1,0,0,0,0,0,0
1596,0.4227,8.602325267042627,10.641147,0,0,1,0,1,0,0,0,0,0,0
1597,2.917961,39.05124837953327,8.145886,0,0,0,0,1,0,0,0,0,0,0
1598,1.585552,34.40930106817051,3.33584,0,0,0,0,1,0,0,0,0,0,0
1599,0.3613,33.015148038438355,6.044312000000001,0,0,0,0,1,0,0,0,0,0,0
1600,0.962555,11.401754250991381,14.306637000000002,0,0,0,0,1,0,0,0,0,0,1
1601,2.006016,31.01612483854165,2.8999870000000003,0,0,2,0,1,0,0,0,0,0,0
1602,1.146058,12.206555615733702,13.275528,0,0,1,0,1,0,0,0,1,0,0
1603,0.816,17.0,2.8,0,0,0,0,1,1,0,0,0,0,0
1604,0.967,24.20743687382041,2.189,0,0,0,0,1,0,0,0,0,0,0
1605,1.7,16.15549442140351,5.327000000000001,0,0,2,0,1,0,0,0,0,0,0
1606,0.348,28.42534080710379,8.163,0,0,0,0,1,0,0,0,0,0,0
1607,0.319,12.806248474865697,11.94,0,0,2,0,0,0,1,0,0,0,0
1608,2.298,13.892443989449804,9.347000000000001,0,0,1,0,1,0,0,0,0,1,0
1609,1.6130000000000002,4.242640687119285,4.346,0,0,0,0,1,0,0,0,0,1,1
1610,0.3962,14.142135623730953,5.964499999999999,0,0,0,0,1,0,0,0,0,1,0
1611,0.9909,27.0,6.898187000000001,0,0,0,0,1,0,0,0,0,0,0
1612,0.672536,12.727922061357855,3.7494660000000004,0,0,1,0,1,0,0,0,0,1,1
1613,1.144963,25.806975801127876,7.092254,0,0,0,0,1,0,0,0,0,0,0
1614,0.8393860000000001,13.41640786499874,1.044912,0,0,0,0,1,0,0,0,0,0,0
1615,1.077449,7.211102550927977,1.857,0,0,1,0,1,0,0,0,0,0,1
1616,0.1766,6.708203932499369,8.999500000000003,0,0,0,0,1,0,0,0,0,0,0
1617,1.221449,24.041630560342607,15.388880000000004,0,0,0,0,1,0,0,0,0,0,0
1618,1.102093,11.704699910719626,4.530455,0,0,2,0,1,1,0,0,0,0,0
1619,1.696,30.08321791298265,10.113,0,0,0,0,1,0,0,0,0,0,0
1620,1.485,4.123105625617661,11.812,0,0,0,0,1,0,0,0,0,1,1
1621,1.052,12.529964086141668,6.296000000000001,0,0,1,0,1,0,0,0,0,0,0
1622,1.374403,24.738633753705958,26.426147999999998,0,0,2,0,0,0,0,0,0,0,0
1623,1.848551,8.54400374531753,1.8698,0,0,1,0,1,0,0,0,0,0,0
1624,0.3075,20.8806130178211,7.705381,0,0,0,0,1,0,0,0,0,0,0
1625,1.971948,33.734255586866,7.0421000000000005,0,0,0,0,1,0,0,0,0,0,0
1626,0.8581,19.235384061671343,4.0503,0,0,0,0,1,0,0,0,0,0,0
1627,0.3177,15.297058540778355,4.0599,0,0,0,0,1,1,0,0,0,0,0
1628,0.894868,25.709920264364875,7.291380000000001,0,0,0,0,1,0,0,0,1,0,0
1629,1.2263620000000002,30.08321791298265,3.830145,0,0,0,0,1,0,0,0,0,0,0
1630,0.745949,8.602325267042627,13.608800000000002,0,0,0,0,1,0,0,0,0,0,1
1631,0.856798,7.071067811865476,25.008076000000003,0,0,1,0,1,0,0,0,0,1,0
1632,3.0,49.24428900898052,2.4930000000000003,0,0,0,0,1,0,0,0,0,0,0
1633,0.895,5.0,15.660000000000005,0,1,1,0,1,0,0,0,0,1,0
1634,0.333,16.031219541881402,1.733,0,0,1,0,1,0,0,0,0,0,0
1635,0.845884,7.6157731058639095,4.6521,0,0,2,0,0,0,0,0,0,1,0
1636,0.1847,17.029386365926403,11.457691,0,0,0,0,1,0,0,0,0,0,0
1637,1.040641,26.47640458974745,1.1739170000000003,0,0,0,0,1,0,0,0,0,0,0
1638,0.676876,8.54400374531753,16.676529000000002,0,0,1,0,0,0,0,0,0,0,0
1639,0.86421,6.4031242374328485,10.836109,0,0,1,0,1,0,0,0,1,0,1
1640,0.332892,2.23606797749979,10.676626,0,1,1,0,1,0,0,0,0,1,1
1641,1.89161,21.213203435596427,14.794262,0,0,0,0,1,1,0,0,0,0,0
1642,0.387,17.029386365926403,3.677064,0,0,1,0,1,0,0,0,0,0,0
1643,0.4689,17.0,1.767938,0,0,1,0,1,0,0,0,0,0,0
1644,1.4845389999999998,26.40075756488817,8.730787,0,0,0,0,1,0,0,0,0,0,0
1645,1.166262,9.486832980505136,5.9301390000000005,0,0,1,0,1,0,0,0,0,0,0
1646,0.13805,10.295630140987,5.465,0,0,0,0,1,0,0,0,0,1,1
1647,0.1239,19.416487838947603,13.991639,0,0,1,0,1,0,0,0,0,0,0
1648,0.1247,35.17101079013795,1.4563,0,0,0,0,1,0,0,0,0,0,0
1649,0.537,24.33105012119288,8.565000000000001,0,0,0,0,1,0,0,0,0,0,0
1650,1.311,19.104973174542803,4.9719999999999995,0,0,0,0,1,0,0,0,0,0,0
1651,0.752,11.180339887498945,4.793,0,0,0,0,1,0,0,0,0,1,0
1652,2.1630000000000003,14.7648230602334,4.869,0,0,0,0,1,0,0,0,0,0,1
1653,1.166,13.038404810405297,2.451,0,0,1,0,1,0,0,0,0,0,0
1654,1.443729,20.518284528683196,4.0495,0,0,0,0,1,0,0,0,0,0,0
1655,1.6742740000000005,24.0,13.047161000000001,0,0,0,0,1,0,0,0,0,0,0
1656,1.633859,21.470910553583888,12.612063000000001,0,0,0,0,1,0,0,0,0,0,0
1657,0.8739,7.280109889280517,10.665891000000002,0,0,0,1,1,0,0,0,0,1,0
1658,0.8351790000000001,18.027756377319946,2.403557,0,0,1,0,1,0,0,0,0,0,0
1659,1.7659169999999995,28.42534080710379,2.727186,0,0,1,0,1,0,0,0,0,0,0
1660,0.2625,11.704699910719626,3.488808,0,0,0,1,1,0,0,0,0,1,0
1661,1.8524,28.319604517012596,14.094452999999998,0,0,0,0,1,0,0,0,0,0,0
1662,1.237861,13.601470508735444,2.578501,0,0,1,0,1,0,0,0,0,0,0
1663,2.6384,30.61045573002793,2.9549220000000003,0,0,1,0,1,0,0,0,0,0,0
1664,0.982,9.219544457292887,1.397899,0,0,2,0,1,0,0,0,0,0,0
1665,1.590949,16.0,1.6460960000000002,0,0,0,0,1,0,0,0,0,0,0
1666,0.388,15.033296378372908,3.972,0,0,0,0,1,1,0,0,0,0,0
1667,0.363,7.071067811865476,6.696999999999999,0,0,1,0,1,0,0,0,0,1,0
1668,0.133,14.866068747318506,2.134,0,0,1,0,1,0,0,0,0,0,0
1669,1.08,10.44030650891055,23.696,0,0,1,0,1,0,0,0,0,1,0
1670,4.0031620000000006,7.280109889280517,10.772513,0,0,1,0,1,0,0,0,0,0,0
1671,0.5926,16.278820596099706,32.26447,0,0,1,0,1,0,0,0,0,0,0
1672,1.360113,18.788294228055932,6.6318,0,0,1,0,0,0,0,0,0,0,0
1673,0.313578,8.48528137423857,3.767900000000001,0,0,0,0,1,0,0,0,0,1,0
1674,0.4224,5.0990195135927845,2.331045,0,0,1,0,1,0,0,0,0,1,0
1675,0.1902,18.027756377319946,10.864931,0,0,1,0,1,0,0,0,0,0,0
1676,2.164,17.804493814764854,1.14,0,0,0,0,1,0,0,0,0,0,0
1677,0.13,6.708203932499369,3.299,0,0,1,0,1,0,0,0,0,1,0
1678,0.612472,10.295630140987,2.051326,0,0,0,0,1,0,0,0,1,0,1
1679,1.4028200000000002,33.24154027718932,9.449622,0,0,0,0,1,0,0,0,0,0,0
1680,0.642514,16.031219541881402,3.6043999999999987,0,0,0,0,1,0,0,0,0,0,0
1681,0.591933,20.615528128088304,5.576785,0,0,0,0,1,1,0,0,0,0,0
1682,0.1613,27.459060435491967,7.294703999999999,0,0,0,0,1,0,0,0,0,0,0
1683,2.31101,28.653097563788805,6.370600000000001,0,0,2,0,1,0,0,0,0,0,0
1684,0.430337,9.848857801796104,41.02381700000001,0,0,0,0,1,0,0,0,0,1,0
1685,0.503944,13.601470508735444,40.95021000000001,0,0,0,0,1,0,0,0,0,0,0
1686,0.5406,23.53720459187964,3.3595,0,0,0,0,1,0,0,0,0,0,0
1687,1.6885,6.324555320336759,1.9455,0,0,1,0,1,0,0,0,0,0,1
1688,1.29252,17.804493814764854,4.137467000000001,0,0,0,0,1,1,0,0,0,0,0
1689,2.069,3.6055512754639887,13.071000000000002,0,0,0,0,1,0,0,0,0,1,1
1690,0.659,16.1245154965971,12.481,0,0,0,0,1,0,0,0,0,0,0
1691,4.427691,50.69516742254631,28.22448400000001,0,0,0,0,1,0,0,0,0,0,0
1692,0.381265,35.355339059327385,0.876382,0,0,0,0,1,0,0,0,0,0,0
1693,1.729135,30.14962686336267,0.924709,0,0,0,0,1,0,0,0,1,0,0
1694,1.096924,12.083045973594572,4.085813,0,0,1,0,0,0,0,0,0,0,1
1695,1.548918,10.04987562112089,7.834961,0,0,1,0,1,0,0,0,0,0,0
1696,1.3006,29.5296461204668,6.530894999999999,0,0,0,0,1,0,0,0,0,0,0
1697,1.4418,9.0,14.643171,0,0,2,0,1,0,0,0,0,0,0
1698,1.386312,13.038404810405297,4.4544060000000005,0,0,0,1,1,0,0,0,0,1,1
1699,0.183,12.806248474865697,1.4269999999999998,0,0,0,0,1,0,0,0,1,0,0
1700,1.3630000000000002,10.77032961426901,3.022,0,0,1,0,1,0,0,0,0,0,1
1701,0.973,10.295630140987,15.759,0,0,2,0,1,0,0,0,0,0,0
1702,0.7174,12.16552506059644,3.257896,0,0,1,0,1,0,0,0,0,0,0
1703,0.5583,18.439088914585774,7.464173,0,0,0,0,1,0,0,0,0,0,0
1704,0.527,16.1245154965971,4.26,0,0,1,0,0,0,0,0,0,1,0
1705,1.5509,32.64965543462902,2.9627710000000005,0,0,0,0,0,0,1,0,0,0,0
1706,1.4565709999999998,28.63564212655271,2.448627,0,0,0,0,1,0,0,0,0,0,0
1707,0.217,19.313207915827967,11.338382000000001,0,0,0,0,1,0,0,0,0,0,0
1708,1.1259,5.0,5.2605379999999995,0,0,1,0,0,1,1,0,0,1,1
1709,0.312515,15.264337522473747,9.713461,0,0,1,0,1,0,0,0,0,0,0
1710,0.612685,12.727922061357855,4.443219,0,0,0,0,1,0,0,0,0,0,0
1711,0.6437,23.19482700948641,24.144457000000006,0,0,0,0,1,0,0,0,0,0,0
1712,0.917,22.84731931759173,3.622,0,0,1,0,1,0,0,0,0,0,0
1713,1.013,6.708203932499369,3.759,0,0,1,0,1,0,0,0,0,1,1
1714,1.3171,10.295630140987,12.478031,1,0,0,0,0,0,0,0,0,0,1
1715,0.257,25.495097567963924,11.787254,0,0,0,0,1,0,0,0,0,0,0
1716,0.5175,15.264337522473747,14.595413,0,0,0,0,1,0,0,0,0,0,0
1717,0.6113,16.1245154965971,0.7495729999999998,0,0,0,0,1,0,0,0,0,0,0
1718,0.516441,18.788294228055932,0.8143999999999999,0,0,0,0,1,0,0,0,0,0,0
1719,0.4175680000000001,15.297058540778355,16.824695000000002,0,0,0,0,1,0,0,0,0,0,0
1720,1.819307,42.72001872658765,10.05524,0,0,0,0,1,0,0,0,0,0,0
1721,0.399,8.602325267042627,26.682999999999996,0,0,0,0,0,0,0,0,0,1,0
1722,1.112,17.88854381999832,1.3219999999999998,0,0,0,0,1,0,0,0,0,0,0
1723,0.7759999999999999,14.31782106327635,2.91,0,0,0,0,1,0,0,0,0,0,0
1724,0.222,7.071067811865476,10.83,0,0,0,0,1,0,0,0,0,0,0
1725,1.5387,14.142135623730953,1.9914,0,0,1,0,1,0,0,0,0,0,0
1726,1.316902,29.154759474226502,3.113456,0,0,0,0,1,0,0,0,0,0,0
1727,0.4881,5.830951894845301,2.648149,0,0,1,0,1,0,0,0,0,0,0
1728,1.067828,12.806248474865697,5.903706,0,0,0,0,1,0,0,0,0,0,1
1729,0.2016,27.29468812791236,3.69403,0,0,0,0,1,0,0,0,0,0,0
1730,0.924907,14.142135623730953,1.5727,0,0,1,0,0,0,0,0,0,0,0
1731,0.208,9.848857801796104,18.115,0,0,1,0,1,0,0,0,0,0,0
1732,1.5730000000000002,27.85677655436824,6.44,0,0,0,0,1,0,0,0,0,0,0
1733,0.529,15.620499351813306,3.0330000000000004,0,0,0,0,1,0,0,0,0,1,0
1734,1.147883,26.1725046566048,1.7666490000000004,0,0,0,0,1,0,0,0,0,0,0
1735,0.601808,21.93171219946131,3.423202,0,0,1,0,1,0,0,0,0,0,0
1736,0.3279,19.104973174542803,8.192698,0,0,2,0,1,0,0,0,0,1,0
1737,0.91497,9.433981132056603,2.3228,0,0,1,0,1,0,0,0,0,0,0
1738,0.902447,17.029386365926403,6.763330000000001,0,0,1,0,1,0,0,0,0,0,0
1739,0.516504,9.055385138137416,3.2344470000000003,0,0,1,0,1,0,0,0,0,0,0
1740,0.397611,25.0,10.170049,0,0,0,0,1,0,0,0,0,0,0
1741,0.332,26.683328128252672,17.834999999999994,0,0,0,0,1,0,0,0,0,0,0
1742,1.317,9.055385138137416,17.517000000000003,0,0,1,0,1,0,0,0,0,0,0
1743,0.309,16.15549442140351,2.834,0,0,0,0,1,0,0,0,0,0,0
1744,0.7072,16.492422502470642,12.5736,0,0,2,0,1,0,0,0,1,0,0
1745,0.734212,23.60084744241189,1.249127,0,0,0,0,1,1,0,0,0,0,0
1746,0.53706,13.892443989449804,11.265232000000001,0,0,0,0,1,0,0,0,0,0,0
1747,1.231554,9.433981132056603,4.567953,0,0,1,0,1,0,0,0,0,1,0
1748,0.89025,13.892443989449804,8.2371,0,0,1,0,1,0,0,0,0,1,1
1749,0.64,15.811388300841895,2.8520000000000003,0,0,0,0,1,0,0,0,0,0,0
1750,0.6809999999999999,7.6157731058639095,16.198999999999998,0,0,2,0,1,0,0,0,0,1,1
1751,1.0696,22.803508501982762,1.8446,0,0,0,0,1,0,0,0,0,0,0
1752,1.1194959999999998,15.0,16.454295000000002,0,0,2,0,1,1,0,0,0,0,1
1753,1.410723,31.048349392520052,4.139882,0,0,0,0,1,0,0,0,0,0,0
1754,0.1079,24.08318915758459,7.486199999999998,0,0,2,0,1,0,0,0,0,0,0
1755,1.771,36.89173349139343,24.67400000000001,0,0,2,0,1,0,0,0,0,0,0
1756,1.739,10.0,2.218,0,0,1,0,1,0,0,0,0,0,1
1757,0.2394,17.88854381999832,8.187899999999999,0,0,1,0,1,0,0,0,0,0,0
1758,0.585804,25.495097567963924,23.258578,0,0,1,0,1,0,0,0,0,0,0
1759,0.815066,21.93171219946131,4.2547609999999985,0,0,2,0,1,0,0,0,0,0,0
1760,1.237322,35.355339059327385,7.435916000000001,0,0,0,0,1,0,0,0,0,0,0
1761,0.3806,6.0827625302982185,8.292638,0,0,1,0,1,0,0,0,0,1,1
1762,1.468481,19.924858845171283,5.72389,0,0,1,0,0,0,0,0,1,0,0
1763,0.308501,9.219544457292887,3.501323,0,0,0,0,0,0,0,0,0,1,0
1764,1.02,26.627053911388696,16.397000000000002,0,0,0,0,1,0,0,0,0,0,0
1765,1.025,33.1058907144937,4.775,0,0,0,0,1,0,0,0,0,0,0
1766,0.5165,28.63564212655271,7.7495,0,0,0,0,1,0,0,0,0,0,0
1767,1.851883,38.89730067755345,3.903738,0,0,0,0,1,0,0,0,1,0,0
1768,1.3613879999999998,34.205262752974136,3.4213419999999997,0,0,0,0,1,0,0,0,0,0,0
1769,0.878218,6.4031242374328485,1.7627000000000002,0,0,1,0,1,0,0,0,0,0,0
1770,0.7576,10.295630140987,1.868787,0,0,1,0,1,0,0,0,0,0,0
1771,0.879492,10.63014581273465,2.267112,0,0,1,0,1,0,0,0,0,1,0
1772,1.562603,26.248809496813372,5.513888,0,0,2,0,1,0,0,0,0,0,0
1773,2.236911,37.576588456111864,5.862857000000001,0,0,0,0,1,0,0,0,0,0,0
1774,0.5003,8.06225774829855,9.747596000000001,0,0,0,0,1,0,0,0,0,1,0
1775,1.464,11.704699910719626,1.5300000000000002,0,0,1,0,1,0,0,0,0,1,0
1776,0.113,9.0,15.573,0,0,1,0,0,0,1,0,0,1,0
1777,0.524,10.63014581273465,1.827,0,0,1,0,1,0,0,0,0,0,0
1778,1.6105,29.154759474226502,11.4425,0,0,0,0,1,0,0,0,0,0,0
1779,2.748917,17.08800749063506,6.957053999999999,0,0,0,0,1,0,0,0,0,0,1
1780,1.6186,22.36067977499789,1.1957000000000002,0,0,2,0,1,0,0,0,0,0,0
1781,1.136521,13.341664064126336,20.291117,0,0,0,0,1,0,0,0,0,1,1
1782,1.553008,6.4031242374328485,6.4302209999999995,0,0,1,0,1,0,0,0,0,1,0
1783,0.3007,18.439088914585774,14.6138,0,0,1,0,0,0,1,0,0,0,0
1784,1.028185,8.602325267042627,2.0244,0,0,1,0,1,0,0,0,0,0,0
1785,1.195,22.803508501982762,7.995000000000001,0,0,0,0,1,0,0,0,0,0,0
1786,0.44,12.806248474865697,10.013,0,0,0,1,0,0,1,0,0,0,0
1787,1.44957,35.4682957019364,2.422382,0,0,0,0,1,0,0,0,0,0,0
1788,0.1008,15.0,2.0909,0,0,1,0,1,0,0,0,0,0,0
1789,1.5516,15.620499351813306,10.933426,0,0,0,0,1,0,0,0,1,0,0
1790,1.162707,6.4031242374328485,5.685674,0,0,1,0,1,0,0,0,0,1,0
1791,0.3087,21.02379604162864,14.446964000000001,0,0,0,0,1,0,0,0,0,0,0
1792,1.019068,18.973665961010283,12.529701,0,0,0,0,1,0,0,0,0,0,0
1793,0.773,9.486832980505136,5.6930000000000005,0,0,1,0,0,0,0,0,0,1,0
1794,1.68,3.0,1.88,0,0,1,0,1,0,0,0,0,0,1
1795,0.815,14.142135623730953,14.267,0,0,2,0,1,0,0,0,0,0,0
1796,0.13,19.104973174542803,3.3710000000000004,0,0,0,0,1,0,0,0,0,0,0
1797,1.453,34.655446902326915,1.493,0,0,1,0,1,0,0,0,0,0,0
1798,0.850244,16.55294535724685,7.001194,0,0,0,1,1,0,0,0,0,0,0
1799,1.7772,23.021728866442675,11.4126,0,0,1,0,1,0,0,0,0,0,0
1800,1.1572,6.708203932499369,20.861682,0,0,1,0,1,0,0,0,0,1,0
1801,3.5710230000000003,36.124783736376884,3.075195,0,0,0,0,1,0,0,0,0,0,0
1802,1.287,8.94427190999916,5.942,1,0,1,0,0,0,0,0,0,0,1
1803,1.173,17.08800749063506,2.9730000000000003,0,0,0,0,1,0,0,0,0,0,1
1804,0.7462,19.697715603592208,43.055221,0,0,0,0,1,0,0,0,0,1,0
1805,1.280492,26.87005768508881,42.520929,0,0,0,0,1,0,0,0,0,0,0
1806,0.909065,5.0,1.9001,0,0,1,0,1,0,0,0,0,0,0
1807,0.790833,17.0,9.928617,0,0,0,0,1,0,0,0,0,0,0
1808,0.410308,6.4031242374328485,7.983738000000001,0,0,1,0,1,0,0,0,0,0,0
1809,0.924,20.0,0.656362,0,0,0,0,1,0,0,0,0,0,0
1810,1.213,9.055385138137416,1.1740000000000004,0,0,1,0,1,0,0,0,0,1,0
1811,0.762554,19.697715603592208,13.8501,0,0,0,0,1,0,0,0,0,0,0
1812,1.0418,29.154759474226502,4.149628,0,0,0,0,1,0,0,0,0,0,0
1813,0.133,6.4031242374328485,5.9639999999999995,0,0,2,0,1,0,0,0,0,1,0
1814,1.227,31.764760348537177,22.078000000000003,0,0,0,0,1,0,0,0,0,0,0
1815,1.1436,29.154759474226502,8.902182,0,0,0,0,1,0,0,0,0,0,0
1816,0.3163,7.280109889280517,7.4795289999999985,0,0,0,0,1,0,0,0,0,0,0
1817,1.15906,8.94427190999916,20.046806,0,0,1,0,1,0,0,0,0,0,0
1818,1.021157,10.295630140987,4.052802,0,0,0,0,1,0,0,0,0,0,1
1819,0.1355,29.966648127543394,5.0008659999999985,0,0,0,0,1,0,0,0,0,0,0
1820,0.96918,3.0,2.7239070000000005,0,0,1,0,1,0,0,0,0,0,0
1821,0.1735,22.203603311174522,23.921965,0,0,1,0,1,0,0,0,0,0,0
1822,0.8246760000000001,14.212670403551895,2.4744,0,0,2,0,1,1,0,0,0,0,1
1823,0.1193,26.019223662515373,8.549894999999998,0,0,0,0,1,0,0,0,0,0,0
1824,1.521508,25.019992006393608,2.3261830000000003,0,0,0,0,1,0,0,0,1,0,0
1825,0.754814,8.06225774829855,2.7363880000000003,0,0,1,0,1,0,0,0,0,0,0
1826,0.5301,9.899494936611664,1.588,0,0,1,0,0,0,0,0,0,0,0
1827,0.117,7.071067811865476,25.012999999999995,0,0,2,0,1,0,0,0,0,0,1
1828,0.193,30.23243291566195,33.605,0,0,0,0,1,0,0,0,0,0,0
1829,1.0817,9.848857801796104,16.4991,0,0,1,0,1,0,0,0,0,0,1
1830,0.804,13.92838827718412,3.897575,0,0,1,0,1,0,0,0,0,0,0
1831,0.439787,7.280109889280517,9.282234,0,0,1,0,1,0,0,0,0,0,0
1832,1.248,16.15549442140351,1.3,0,0,1,0,1,0,0,0,0,0,0
1833,0.8398,6.324555320336759,2.1338,0,0,1,0,1,0,0,0,0,0,0
1834,0.424734,18.027756377319946,4.03575,0,0,1,0,1,0,0,0,1,0,0
1835,0.794,4.47213595499958,4.613,0,0,2,0,1,0,0,0,0,0,0
1836,1.496,18.027756377319946,2.418,0,0,0,0,1,0,0,0,0,0,1
1837,0.2,24.698178070456933,0.6800000000000002,0,0,0,0,1,0,0,0,0,0,0
1838,0.6754,5.0,1.8632,0,0,1,0,1,0,0,0,0,1,0
1839,4.5598,11.180339887498945,1.8597,0,0,1,0,1,0,0,0,0,0,0
1840,0.757862,16.278820596099706,4.416303,0,0,0,0,1,0,0,0,0,0,1
1841,1.8533,8.48528137423857,2.0964,0,0,1,0,1,0,0,0,0,0,0
1842,1.138872,10.77032961426901,2.5092,0,0,1,0,1,0,0,0,0,0,0
1843,1.889756,29.0,12.608483,0,0,0,0,1,0,0,0,0,0,0
1844,0.983871,9.219544457292887,14.947018000000002,0,0,1,0,1,0,0,0,0,1,1
1845,0.16,18.60107523773827,10.68,0,0,0,0,1,0,0,0,0,0,0
1846,0.932,12.16552506059644,5.07,0,0,1,0,1,0,0,0,0,1,1
1847,0.8752,21.2602916254693,5.622000000000001,0,0,0,0,1,0,0,0,0,0,0
1848,1.6085,24.20743687382041,1.5323,0,0,2,0,1,0,0,0,0,0,0
1849,0.8236959999999999,20.808652046684813,8.468715,0,0,0,0,1,0,0,0,0,0,0
1850,0.2689,8.246211251235321,5.603951,0,0,0,1,1,0,0,0,0,1,0
1851,1.796102,25.96150997149434,3.5980000000000003,0,0,0,0,1,1,0,0,0,0,0
1852,0.1328,18.027756377319946,15.285492,0,0,1,0,1,0,0,0,0,0,0
1853,1.412177,29.8328677803526,8.10712,0,0,0,0,1,0,0,0,0,0,0
1854,0.33,17.029386365926403,1.9968740000000003,0,0,0,0,1,0,0,0,0,0,0
1855,0.9914,13.892443989449804,9.7776,0,0,2,0,0,0,0,0,0,0,0
1856,1.332,25.709920264364875,3.2760000000000002,0,0,0,0,1,0,0,0,0,0,0
1857,1.07,9.433981132056603,1.6250000000000002,0,0,1,0,1,0,0,0,0,1,0
