id,duration,distance,build_up_duration,shot_technique_normal,shot_technique_lob,shot_technique_half_volley,shot_open_goal,pass_height_name,pass_cut_back,pass_through_ball,follows_goalkeeper,follows_dribble,pass_cross,goal,player_name,team_name,match_id,x_loc,y_loc,pass_player_name
a131f90b-6dd4-40d1-ab47-bffc1cbcc344,1.501,8.602325267042627,12.632705,0,0,0,0,2,0,0,0,0,0,0,Julia Simic,West Ham United LFC,19735,115.0,33.0,Kate Longhurst
af6035e8-de9d-4151-be3d-dfac27712075,0.4148,17.804493814764857,4.8308,1,0,0,0,0,0,0,0,0,0,0,Georgia Stanway,Manchester City WFC,19747,109.0,26.0,Keira Walsh
dfd8cbc2-2fc9-4f7f-bfb0-455e46a89acf,2.695049,27.892651361962706,5.940782,1,0,0,0,0,0,0,0,0,0,0,Lucy Graham,Bristol City WFC,19720,93.0,47.0,Juliette Kemppi
daedbf04-1e57-48e7-bea0-97459067bdfb,1.052645,20.8806130178211,4.185462,1,0,0,0,0,0,0,0,0,0,0,Brianna Visalli,West Ham United LFC,19746,100.0,46.0,Julia Simic
e4aa749c-d8e9-4181-bbe0-610be54eac52,0.688346,21.93171219946131,8.227820999999999,1,0,0,0,1,0,0,0,0,0,0,Lucy Staniforth,Birmingham City WFC,19727,104.0,25.0,Charlie Wellings
5371a51b-3a7a-4252-aa13-dd02d0dfa25a,1.539505,32.2490309931942,29.818109000000003,1,0,0,0,0,0,0,0,0,0,0,Dominique Johanna Anna Bloodworth,Arsenal WFC,19724,92.0,56.0,Lia Wälti
6b04bcc1-f6bb-406e-b757-e3b036923aee,1.526,13.601470508735444,5.522,0,0,0,0,1,0,0,0,0,1,0,Megan Rapinoe,Seattle Reign,7493,112.0,29.0,Theresa Nielsen
d84a59e1-a759-4994-908d-1b75d2bf3ed4,1.188,24.20743687382041,31.902999999999995,1,0,0,0,0,0,0,0,0,0,1,Merritt Mathias,North Carolina Courage,7471,105.0,59.0,Débora Cristiane de Oliveira
0bdb9e5a-4639-49d0-89f7-72a9d76192c3,0.39399999999999996,21.540659228538015,11.137853,1,0,0,0,0,0,0,0,0,0,0,Brianna Visalli,West Ham United LFC,19735,100.0,32.0,Claire Lauren Rafferty
02800e26-b42c-44c2-b50e-fb4044872937,0.3275,3.605551275463989,13.373232,1,0,0,0,2,0,0,0,0,1,0,Vivianne Miedema,Arsenal WFC,19744,117.0,42.0,Jordan Nobbs
e08a140c-c2ee-45b6-b84e-f5e24c627375,1.7517,25.298221281347036,3.9927000000000006,0,0,1,0,2,0,0,0,0,0,1,Lucy Quinn,Birmingham City WFC,19789,96.0,32.0,Lucy Staniforth
2b2fddb9-54ab-4f07-a0a1-f6bb7c81af20,1.0648,14.212670403551895,6.575311,1,0,0,0,1,0,0,0,0,0,0,Sophie Elizabeth Bradley-Auckland,Liverpool WFC,19737,109.0,49.0,Christie Murray
b565ea47-3e3c-4fdf-9fb9-bf54d37020f9,1.6748,33.37663853655727,5.965311,1,0,0,0,0,0,0,0,0,0,0,Christie Murray,Liverpool WFC,19737,87.0,35.0,Leigh-Anne Robe
02d0144d-10c2-4acc-811d-1f54103fb186,1.138,19.924858845171276,9.146,1,0,0,0,0,0,1,0,0,0,0,Savannah McCaskill,Sky Blue FC,7490,101.0,46.0,Shea Groom
ccb67639-2334-4dbc-99a6-e542cee8702d,2.45,27.018512172212592,4.292,1,0,0,0,2,0,0,0,0,0,0,Tobin Heath,Portland Thorns,7486,93.0,41.0,Celeste Boureille
292415ca-9853-4b41-8086-e8681bebf916,0.902,11.661903789690601,2.25,1,0,0,0,1,0,0,0,0,0,0,Alanna Kennedy,Orlando Pride,7483,110.0,34.0,Chioma Ubogagu
041e1c72-827a-470c-8155-7120e9e52c4f,0.653,12.36931687685298,9.905999999999999,0,0,0,0,1,0,0,0,0,0,0,Shea Groom,Sky Blue FC,7521,117.0,52.0,Rebekah Stott
57a0a144-cd10-4ec5-9c16-e016cf413714,0.20755900000000002,7.0710678118654755,2.0331,1,0,0,0,1,0,0,0,0,0,0,Gilly Louise Scarlett Flaherty,West Ham United LFC,19735,113.0,39.0,Claire Lauren Rafferty
9be5a518-5a9e-48dc-86d6-f49217f5145d,0.3301,11.180339887498949,7.169754000000001,1,0,0,0,0,0,0,0,0,0,0,Nikita Parris,Manchester City WFC,19747,110.0,45.0,Georgia Stanway
643c1bcb-7753-430b-8d97-961623a106cd,1.195495,16.15549442140351,25.461090000000002,1,0,0,0,0,0,1,0,0,0,0,Hannah Jayne Blundell,Chelsea LFC,19799,114.0,55.0,Francesca Kirby
53df31b7-73b3-4db9-b437-d5c36952d5bd,1.504241,28.635642126552707,14.729268999999999,1,0,0,0,0,0,0,0,0,0,0,Lucy Quinn,Birmingham City WFC,19778,92.0,46.0,Hayley Ladd
e4ded4de-d27d-40e5-b0d2-0d147c28d9e8,1.694404,27.459060435491963,11.175535,1,0,0,0,0,0,0,0,0,0,0,Georgia Stanway,Manchester City WFC,19786,93.0,35.0,Janine Beckie
04d2f77e-8c53-4e94-8efa-3f37a812b787,0.6435,7.0710678118654755,3.098102,1,0,0,0,1,0,0,0,0,0,0,Victoria Williams,Brighton & Hove Albion WFC,19745,113.0,39.0,Danielle Buet
9750303f-fe26-4b47-b919-5c1918728432,0.4656,2.23606797749979,3.2644,1,0,0,0,1,0,0,0,0,0,0,Remi Allen,Reading WFC,19727,118.0,41.0,Rachel Furness
c3960f52-5b51-46b9-8b60-ac1fedf296f9,2.411069,33.1058907144937,0.8123550000000002,1,0,0,0,0,0,0,0,0,0,0,Ramona Bachmann,Chelsea LFC,19730,90.0,54.0,So-yun Ji
a76d2521-30f2-45fe-b04f-8d4361bf8726,1.7439919999999998,10.198039027185569,8.616263,0,0,0,0,1,0,0,0,0,1,0,Olivia Fergusson,Yeovil Town LFC,19722,110.0,38.0,Megan Alexander
e1f8e58a-ccaa-465a-8917-355cac91dca0,0.9109999999999999,12.806248474865697,6.468,0,0,1,0,1,0,0,0,0,0,0,Thembi Kgatlana,Houston Dash,7494,110.0,48.0,Linda Maserame Motlhalo
5645c1ef-b3a2-4b15-ac15-fd1e666180b1,1.889,25.495097567963924,3.3499999999999996,0,0,1,0,1,0,0,0,0,0,0,Rumi Utsugi,Seattle Reign,7472,97.0,29.0,Megan Rapinoe
3415ebde-249e-4b57-b1c3-b260adb877ef,1.351,23.323807579381203,6.816999999999999,1,0,0,0,0,0,0,0,0,0,0,Erika Tymrak,Utah Royals,7473,100.0,28.0,Katie Stengel
c3e204a7-e9b5-487e-9499-20b2d02e8988,0.929,7.0710678118654755,2.6470000000000002,0,0,0,0,2,0,0,0,0,1,0,Samantha Kerr,Chicago Red Stars,7474,115.0,45.0,Yuki Nagasato
ce55e2f1-0d88-427a-ae6c-1be4b7ab04ff,0.531,15.811388300841896,8.872,1,0,0,0,2,0,0,0,0,0,0,Kealia Ohai,Houston Dash,7478,111.0,27.0,Clare Polkinghorne
