play_pattern,under_pressure,body_part,technique,first_time,follows_dribble,redirect,one_on_one,open_goal,deflected,assisted,distance,angle,duration,goal
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,35.383612025908256,47.290610042638534,1.797926,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,0,12.529964086141668,28.610459665965212,0.8250040000000001,0
From Goal Kick,0,foot,Normal,0,0,0,0,0,0,1,29.0,43.602818972703616,1.487274,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,26.925824035672523,15.068488159492206,1.711975,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,20.8806130178211,16.699244233993618,0.3075,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,23.853720883753127,33.02386755579665,2.037504,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,6.324555320336759,18.434948822922014,0.944828,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,31.144823004794873,42.3974377975002,0.397681,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,17.08800749063506,20.556045219583464,0.248247,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,19.798989873223327,45.0,1.869924,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,8.602325267042627,54.46232220802562,0.356374,0
From Corner,0,foot,Volley,0,0,0,0,0,0,1,8.54400374531753,20.556045219583464,0.676876,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,25.612496949731394,51.34019174590991,1.490733,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,19.416487838947603,11.888658039627973,2.151888,0
From Counter,0,foot,Normal,0,0,0,0,0,0,1,15.811388300841895,18.434948822922014,1.319818,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,1,21.470910553583888,27.758540601060023,1.633859,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,0,36.05551275463989,3.1798301198642345,0.597514,0
From Throw In,0,foot,Half Volley,0,0,0,0,0,0,1,25.0,36.86989764584403,1.499519,0
Regular Play,0,foot,Volley,0,0,0,0,0,0,1,22.67156809750927,48.57633437499735,1.4278,1
Regular Play,0,head,Normal,0,0,0,0,0,0,0,7.211102550927977,56.309932474020215,1.468657,1
From Free Kick,0,foot,Normal,0,1,0,1,1,0,1,7.6157731058639095,23.198590513648185,0.481786,1
From Corner,0,head,Normal,0,0,0,0,0,0,1,9.219544457292887,12.528807709151511,1.515705,0
From Corner,0,foot,Half Volley,0,0,0,0,0,0,1,18.439088914585774,49.398705354995535,0.4836,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,5.656854249492381,45.0,0.759474,0
Regular Play,1,foot,Normal,0,0,0,0,0,0,0,37.947331922020545,18.434948822922014,1.978231,0
Regular Play,0,foot,Normal,0,1,0,0,0,0,0,16.278820596099706,10.619655276155132,0.2266,0
From Throw In,0,foot,Volley,1,0,0,0,0,0,1,8.602325267042627,54.46232220802562,1.501,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,36.6742416417845,25.86635679409452,2.682912,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,31.256999216175572,7.352379359892359,0.1999,0
From Corner,0,foot,Normal,0,0,0,0,0,0,1,37.576588456111864,25.201123645475068,1.681439,0
Regular Play,0,foot,Normal,0,0,0,1,0,0,1,11.704699910719626,19.98310652189998,0.041376,0
Regular Play,0,foot,Normal,1,0,0,0,0,0,1,19.235384061671343,27.89727103094763,0.031347,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,21.54065922853801,21.801409486351808,0.394,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,7.071067811865476,8.130102354155978,0.207559,0
From Goal Kick,0,foot,Normal,0,0,0,0,0,0,1,6.324555320336759,18.434948822922014,0.138587,1
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,28.16025568065745,16.504361381755018,1.1245,0
From Corner,0,foot,Normal,0,0,0,0,0,0,0,31.780497164141412,12.724355685422369,0.28,0
From Free Kick,0,head,Normal,0,0,0,0,0,0,1,7.6157731058639095,23.198590513648185,0.354737,1
Regular Play,0,foot,Normal,0,1,0,0,0,0,1,10.295630140987,29.054604099077142,0.612472,1
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,27.73084924772409,25.64100582430528,1.354755,0
From Keeper,0,foot,Normal,0,0,0,1,0,0,1,9.848857801796104,66.03751102542182,1.03161,1
From Kick Off,0,foot,Normal,0,0,0,0,0,0,1,24.515301344262525,11.768288932020646,0.8753,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,25.553864678361283,30.579226872489013,0.77887,0
From Corner,0,foot,Volley,0,0,0,1,0,0,1,9.219544457292887,49.398705354995535,1.118436,0
Regular Play,1,foot,Normal,0,0,0,1,0,0,1,14.560219778561034,74.05460409907715,0.956759,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,15.264337522473747,31.60750224624891,0.5175,0
Regular Play,0,foot,Half Volley,0,0,0,0,0,0,1,25.0,36.86989764584403,1.5685,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,27.0,0.0,1.5025,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,13.601470508735444,36.02737338510361,0.7911,1
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,30.67572330035593,19.02560603756869,1.6009,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,17.804493814764854,51.84277341263095,0.2957,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,19.235384061671343,8.972626614896393,0.0336,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,7.211102550927977,33.690067525979785,1.2034,0
Regular Play,0,foot,Normal,0,0,0,1,0,0,1,12.083045973594572,65.55604521958347,0.8349,1
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,15.0,36.86989764584403,0.2208,0
Regular Play,0,foot,Normal,0,0,0,1,0,0,1,15.524174696260026,75.06858282186245,0.6439,0
Regular Play,0,head,Normal,0,0,0,0,0,0,1,6.4031242374328485,38.659808254090095,1.2069,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,19.6468827043885,14.743562836470735,0.0877,0
Regular Play,0,foot,Normal,0,0,0,1,0,0,0,8.94427190999916,63.43494882292201,0.115,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,16.643316977093242,57.2647737278924,0.407,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,29.154759474226502,5.9061411137705,0.689154,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,30.870698080866266,24.90476880809519,1.5168,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,27.202941017470888,17.102728969052375,0.3785,0
From Counter,0,foot,Normal,0,0,0,1,0,0,1,3.6055512754639887,33.690067525979785,0.3275,0
From Counter,0,foot,Normal,0,0,0,1,0,0,0,2.23606797749979,63.43494882292201,0.1813,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,3.1622776601683795,18.434948822922014,1.0118,0
From Throw In,0,foot,Normal,0,0,0,1,0,0,1,12.16552506059644,80.53767779197439,0.0886,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,33.734255586866,11.976132444203355,1.971948,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,16.1245154965971,29.74488129694222,1.5643,0
From Free Kick,0,head,Normal,0,0,0,1,0,0,1,9.433981132056603,57.994616791916506,1.1861,1
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,13.41640786499874,63.43494882292201,0.5804,0
From Throw In,0,foot,Normal,0,0,0,0,1,0,0,4.123105625617661,14.03624346792648,0.5462,1
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,27.313000567495326,23.749494492866763,2.575532,0
From Kick Off,0,foot,Normal,0,0,0,0,0,0,1,13.038404810405297,32.47119229084849,0.079249,0
Regular Play,0,foot,Normal,0,1,0,0,0,0,1,30.886890422961002,29.054604099077142,2.044107,0
Regular Play,0,foot,Normal,0,0,0,1,0,0,1,11.180339887498945,26.56505117707799,0.072513,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,32.062439083762804,3.576334374997351,1.160571,0
From Free Kick,0,foot,Normal,0,1,0,0,0,0,1,23.769728648009423,22.249023657212366,0.489311,0
From Free Kick,0,foot,Volley,0,0,0,0,0,0,1,13.41640786499874,26.56505117707799,0.487252,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,26.47640458974745,10.885527054658738,1.807339,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,26.40075756488817,37.30394827798342,1.476015,1
From Corner,0,head,Normal,0,0,0,0,0,0,1,12.529964086141668,28.610459665965212,0.7681100000000001,0
Regular Play,0,foot,Volley,0,0,0,0,0,0,1,14.866068747318506,19.653824058053306,0.849281,1
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,30.265491900843116,7.594643368591446,1.431084,0
Regular Play,0,foot,Normal,0,1,0,1,0,1,1,6.4031242374328485,51.34019174590991,0.86421,1
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,34.713109915419565,11.633633998940434,1.622704,0
From Free Kick,0,head,Normal,0,0,0,0,0,0,0,13.892443989449804,30.256437163529267,1.868082,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,35.0,36.86989764584403,2.122854,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,35.355339059327385,8.130102354155978,0.381265,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,29.732137494637012,47.72631099390627,0.8112520000000001,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,27.07397274136177,4.236394799058839,1.177719,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,18.439088914585774,40.601294645004465,0.289524,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,29.017236257093817,1.9749340108819768,2.041193,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,15.652475842498527,63.43494882292201,0.5894,0
From Counter,0,foot,Normal,0,0,0,0,0,0,1,19.313207915827967,21.250505507133237,0.217,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,18.788294228055932,25.201123645475068,0.516441,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,31.40063693621516,9.162347045721711,0.4248,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,20.615528128088304,14.03624346792648,1.369169,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,26.90724809414742,48.01278750418334,1.097872,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,32.449961479175904,33.690067525979785,1.7091,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,18.439088914585774,12.528807709151511,0.0697,0
Regular Play,0,foot,Normal,0,1,0,0,0,0,1,33.60059523282288,53.47114463301483,1.933,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,28.861739379323627,14.03624346792648,1.5488,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,17.804493814764854,51.84277341263095,0.4148,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,10.77032961426901,21.801409486351808,0.439,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,9.486832980505136,18.434948822922014,1.5683,0
From Goal Kick,0,foot,Normal,0,1,0,0,0,0,1,25.495097567963924,11.309932474020215,0.186358,0
From Free Kick,1,foot,Normal,0,0,0,0,0,0,0,30.67572330035593,19.02560603756869,1.4577,1
From Free Kick,0,foot,Normal,1,0,0,0,0,0,1,28.284271247461906,8.130102354155978,1.7787369999999998,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,20.02498439450079,2.8624052261117483,1.0246,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,28.653097563788805,29.24882633654698,1.6795,0
From Throw In,0,foot,Normal,1,0,0,0,0,0,0,15.231546211727816,23.198590513648185,0.7734,0
Regular Play,1,foot,Normal,0,0,0,0,0,0,1,33.015148038438355,35.134193056915635,0.3613,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,21.095023109728988,5.440332031005505,1.068902,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,17.029386365926403,40.23635830927382,0.1313,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,10.295630140987,29.054604099077142,0.842735,1
From Kick Off,0,foot,Normal,0,0,0,0,0,0,1,23.259406699226016,25.46334506187161,0.971268,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,1,20.615528128088304,14.03624346792648,0.1638,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,6.0827625302982185,9.462322208025618,1.36482,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,28.23118842698621,22.932100437589778,0.231,0
From Corner,0,foot,Normal,0,0,0,0,0,0,1,34.438350715445125,25.82099197418928,0.1985,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,35.0,0.0,1.82621,0
From Free Kick,0,foot,Volley,1,0,0,0,0,0,0,14.7648230602334,28.300755766006368,0.225684,0
From Free Kick,0,foot,Volley,0,0,0,0,0,0,0,11.401754250991381,37.874983651098205,0.778867,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,24.698178070456933,21.370622269343183,0.520601,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,19.235384061671343,62.102728969052365,0.8581,0
Regular Play,1,foot,Normal,0,0,0,0,0,0,1,20.808652046684813,35.21759296819272,0.8236959999999999,0
From Goal Kick,0,head,Normal,0,0,0,0,0,0,1,12.649110640673518,18.434948822922014,0.1101,0
From Throw In,0,head,Normal,0,0,0,0,0,0,1,6.0,0.0,0.993663,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,25.0,36.86989764584403,1.031432,0
From Free Kick,0,head,Normal,0,0,0,0,0,0,1,6.708203932499369,26.56505117707799,0.8067,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,11.180339887498945,26.56505117707799,0.3301,0
From Free Kick,0,foot,Normal,1,0,0,0,0,0,0,33.13608305156178,5.194428907734807,3.169427,0
Regular Play,1,foot,Normal,0,0,0,0,0,0,1,20.0,53.13010235415598,0.6224,0
Regular Play,0,foot,Normal,0,1,0,1,0,0,1,13.152946437965904,81.2538377374448,0.4723,0
From Corner,0,foot,Half Volley,0,0,0,0,0,0,1,6.4031242374328485,38.659808254090095,0.821808,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,27.784887978899608,30.256437163529267,1.2909,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,26.87005768508881,45.0,1.3148,0
From Free Kick,0,foot,Half Volley,0,0,0,0,0,0,1,11.401754250991381,15.255118703057775,0.8767,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,1,28.63564212655271,24.775140568831922,1.4565709999999998,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,29.0,43.602818972703616,1.971136,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,23.60084744241189,36.38435181583589,0.734212,0
Regular Play,1,foot,Normal,0,0,0,1,0,0,1,25.495097567963924,41.82016988013577,0.585804,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,19.6468827043885,14.743562836470735,1.038752,0
From Corner,0,foot,Half Volley,1,0,0,0,0,0,0,28.178005607210746,27.474431626277127,1.338819,0
From Counter,1,foot,Normal,0,0,0,0,0,0,0,24.839484696748446,40.10090754621224,0.7913,0
From Corner,0,foot,Normal,0,0,0,0,0,0,1,18.027756377319946,3.1798301198642345,0.47907,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,18.60107523773827,36.25383773744479,0.567098,0
Regular Play,0,foot,Normal,1,0,0,0,0,0,1,21.93171219946131,46.847610265994604,0.751225,0
From Throw In,0,head,Normal,0,0,0,0,0,0,1,12.369316876852979,14.03624346792648,1.357841,0
Regular Play,0,foot,Normal,1,0,0,0,0,0,1,10.816653826391967,33.690067525979785,0.686535,0
From Throw In,0,foot,Normal,0,1,0,0,0,0,1,14.212670403551895,50.710593137499636,0.552667,0
Regular Play,1,foot,Normal,0,0,0,0,0,0,1,15.231546211727816,23.198590513648185,1.189653,1
From Kick Off,0,foot,Normal,0,0,0,1,0,0,1,15.033296378372908,86.18592516570965,3.287469,1
From Corner,0,head,Normal,0,0,0,0,0,0,1,9.433981132056603,32.00538320808349,1.266706,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,8.246211251235321,14.03624346792648,0.92683,0
From Goal Kick,0,head,Normal,0,0,0,0,0,0,1,8.06225774829855,29.74488129694222,1.415684,0
Regular Play,0,foot,Normal,1,0,0,0,0,0,1,13.92838827718412,21.037511025421818,0.8353079999999999,1
From Throw In,0,foot,Normal,0,1,0,0,0,0,1,17.804493814764854,51.84277341263095,1.6741,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,9.055385138137416,6.340191745909909,0.949755,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,19.723082923316017,30.465544919459877,0.1887,0
From Counter,0,foot,Normal,0,0,0,0,0,0,1,29.614185789921688,11.689369175439193,0.4,0
Regular Play,0,foot,Normal,1,0,0,0,0,0,1,8.0,0.0,1.565038,0
From Throw In,1,foot,Normal,0,0,0,0,0,0,1,34.132096331752024,5.042451069170913,0.927095,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,24.186773244895647,29.74488129694222,1.547342,0
From Corner,0,foot,Normal,1,0,0,0,0,0,0,15.0,0.0,0.759566,0
From Corner,0,foot,Normal,1,0,0,0,0,0,0,15.033296378372908,3.8140748342903534,1.447885,0
Regular Play,0,foot,Normal,0,0,0,1,0,0,1,8.246211251235321,75.96375653207353,1.144609,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,28.0178514522438,2.045408488887228,0.6751159999999999,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,22.02271554554524,2.602562202499806,0.598251,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,29.966648127543394,25.70995378081127,0.1355,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,30.265491900843116,7.594643368591446,1.6391,0
From Keeper,0,foot,Normal,0,0,0,1,0,0,1,13.601470508735444,72.89727103094764,2.413049,1
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,26.627053911388696,34.28687697720896,2.257727,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,29.068883707497267,3.945186229037563,1.9322,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,8.602325267042627,54.46232220802562,2.751747,0
From Free Kick,0,head,Normal,0,0,0,0,0,0,0,11.401754250991381,37.874983651098205,0.92176,0
From Free Kick,0,foot,Volley,0,0,0,0,0,0,0,11.401754250991381,15.255118703057775,2.240707,0
From Throw In,0,foot,Normal,0,1,0,0,0,0,0,29.154759474226502,22.16634582208245,1.8055,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,37.0,18.924644416051237,2.344173,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,29.154759474226502,5.9061411137705,1.316902,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,30.805843601498733,13.134022306396325,1.496806,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,26.40075756488817,24.623564786163612,1.458807,0
From Counter,0,foot,Volley,0,0,0,0,0,0,1,15.620499351813306,50.19442890773481,0.6288819999999999,0
From Free Kick,0,foot,Normal,1,0,0,0,0,0,1,13.892443989449804,59.74356283647074,0.53706,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,27.85677655436824,21.037511025421818,0.986192,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,24.08318915758459,48.36646066342981,0.7744,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,1,30.67572330035593,19.02560603756869,1.258068,0
From Free Kick,0,foot,Normal,1,0,0,0,0,0,1,17.08800749063506,20.556045219583464,0.0493,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,13.41640786499874,63.43494882292201,0.687231,1
From Throw In,0,head,Normal,0,0,0,0,0,0,1,7.810249675906653,50.19442890773481,0.491789,1
From Throw In,1,foot,Normal,0,0,0,0,0,0,1,25.495097567963924,25.559965171823805,3.3349620000000004,1
Regular Play,0,foot,Half Volley,1,0,0,0,0,0,1,6.0827625302982185,9.462322208025618,0.162832,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,18.60107523773827,36.25383773744479,0.1388,0
From Goal Kick,0,foot,Normal,0,0,0,0,0,0,0,32.0,0.0,1.396101,1
From Corner,0,foot,Volley,0,0,0,0,0,0,1,10.0,36.86989764584403,0.583384,0
From Goal Kick,1,foot,Normal,0,0,0,0,0,0,1,18.439088914585774,40.601294645004465,0.5583,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,28.653097563788805,29.24882633654698,1.348751,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,26.1725046566048,43.45184230102203,1.666379,0
From Free Kick,0,foot,Volley,0,0,0,0,0,0,1,13.0,0.0,0.0906,0
From Corner,0,foot,Normal,0,0,0,0,0,0,1,26.0768096208106,32.47119229084849,1.3015,0
Regular Play,0,foot,Volley,0,0,0,0,0,0,0,21.095023109728988,5.440332031005505,1.7018,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,25.96150997149434,15.642246457208726,0.121,0
From Corner,0,foot,Normal,0,0,0,0,0,0,1,22.02271554554524,50.52754015165618,1.7564,0
From Corner,0,foot,Normal,0,0,0,0,0,0,0,31.57530680769389,10.954062643398334,1.8266,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,34.48187929913333,29.538782259558097,2.331828,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,23.40939982143925,19.98310652189998,0.101881,0
From Corner,0,foot,Normal,0,0,0,0,0,0,1,13.038404810405297,32.47119229084849,0.4455,0
From Corner,0,foot,Normal,0,0,0,0,0,0,1,7.810249675906653,39.805571092265204,0.6166,1
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,7.810249675906653,39.805571092265204,0.1674,0
Regular Play,0,foot,Normal,0,1,0,0,0,0,1,14.142135623730953,8.130102354155978,0.7836,1
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,24.59674775249769,26.56505117707799,1.3894,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,26.83281572999748,26.56505117707799,0.8779,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,19.104973174542803,6.009005957494526,1.1651,0
From Free Kick,0,foot,Volley,0,0,0,0,0,0,1,6.324555320336759,18.434948822922014,0.9177,1
From Free Kick,0,foot,Normal,0,0,0,0,0,0,1,13.341664064126336,12.994616791916506,1.136521,1
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,21.95449840010015,30.06858282186245,1.067,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,26.683328128252672,12.994616791916506,1.6712,0
From Throw In,0,head,Normal,0,0,0,0,0,0,1,5.656854249492381,45.0,0.8136,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,25.806975801127876,35.53767779197438,1.3059,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,20.0,36.86989764584403,0.9271,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,12.369316876852979,14.03624346792648,2.0512,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,38.91015291668744,25.90650799951439,0.2598,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,1,12.083045973594572,65.55604521958347,1.2631,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,16.278820596099706,42.51044707800085,0.3619,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,4.47213595499958,26.56505117707799,0.1496,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,0,4.123105625617661,14.03624346792648,0.0367,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,27.0,0.0,0.9909,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,33.1058907144937,25.016893478100023,1.5362,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,20.248456731316587,20.224859431168078,0.623,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,21.840329667841555,15.945395900922856,1.5611,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,27.586228448267445,43.53119928561418,1.165988,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,19.0,0.0,1.5721,1
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,27.85677655436824,21.037511025421818,1.2124,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,8.48528137423857,45.0,1.8533,0
From Corner,0,foot,Normal,0,0,0,0,0,0,1,24.20743687382041,38.29016319224307,1.6085,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,17.204650534085253,54.46232220802562,2.0895,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,23.60084744241189,36.38435181583589,1.176075,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,5.830951894845301,30.96375653207352,0.258699,0
From Throw In,0,foot,Volley,0,0,0,0,0,0,0,18.384776310850235,22.38013505195957,0.7285,0
From Throw In,0,foot,Volley,0,0,1,0,0,0,0,6.708203932499369,26.56505117707799,0.2388,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,0,14.142135623730953,45.0,2.1741,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,29.068883707497267,3.945186229037563,1.4222,0
