play_pattern,under_pressure,body_part,technique,first_time,follows_dribble,redirect,one_on_one,open_goal,deflected,assisted,distance,angle,duration,goal
From Free Kick,0,head,Normal,0,0,0,0,0,0,1,10.816653826391967,33.690067525979785,1.301548,0
From Goal Kick,0,head,Normal,0,0,0,0,0,0,1,5.0,36.86989764584403,1.365625,1
Regular Play,0,foot,Normal,1,0,0,0,0,0,1,12.727922061357855,45.0,0.6141449999999999,0
From Counter,0,foot,Normal,0,0,0,0,0,0,0,15.0,36.86989764584403,0.359735,0
Regular Play,1,foot,Normal,0,0,0,0,0,0,1,21.93171219946131,46.847610265994604,0.664046,0
From Counter,1,foot,Normal,0,0,0,0,0,0,1,18.60107523773827,36.25383773744479,0.4318,0
From Throw In,0,head,Normal,0,0,0,0,0,0,1,14.142135623730953,45.0,1.086108,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,1,27.513632984395212,70.90650799951439,1.145,0
From Free Kick,1,foot,Normal,0,0,0,0,0,0,0,9.899494936611664,45.0,1.979564,0
From Goal Kick,0,foot,Normal,1,0,0,0,0,0,1,17.262676501632072,10.007979801441339,0.171,0
From Goal Kick,0,foot,Normal,0,0,0,0,0,0,0,16.492422502470642,14.03624346792648,0.073,0
From Corner,0,foot,Normal,0,0,0,0,0,0,1,22.803508501982762,37.874983651098205,1.190336,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,1,38.275318418009284,19.855214369321054,2.331177,0
Regular Play,1,foot,Normal,0,0,0,0,0,0,1,14.212670403551895,39.28940686250036,0.252979,0
From Free Kick,1,foot,Normal,0,0,0,0,0,0,1,29.5296461204668,28.300755766006368,1.7726560000000002,0
Regular Play,1,foot,Normal,1,0,0,0,0,0,1,10.816653826391967,33.690067525979785,2.394525,1
Regular Play,1,foot,Normal,0,0,0,0,0,0,0,25.238858928247925,56.309932474020215,1.6717810000000002,0
Regular Play,1,foot,Normal,0,0,0,0,0,0,0,19.416487838947603,34.5085229876684,0.234936,0
Regular Play,0,foot,Normal,1,0,0,0,0,0,1,5.0,36.86989764584403,0.2973,1
From Throw In,1,foot,Volley,0,0,0,0,0,0,1,6.4031242374328485,38.659808254090095,0.8356680000000001,1
From Keeper,0,foot,Normal,1,0,0,0,0,0,1,7.6157731058639095,23.198590513648185,1.017258,0
Regular Play,1,foot,Normal,0,0,0,0,0,0,0,41.43669871020132,8.325650330426836,2.1215,0
From Free Kick,0,head,Normal,0,0,0,0,0,0,1,11.704699910719626,19.98310652189998,0.98875,0
From Throw In,0,head,Normal,0,0,0,1,0,0,1,17.11724276862369,6.7098368077569335,0.7314,0
Regular Play,0,head,Normal,0,0,0,0,0,0,1,12.727922061357855,45.0,0.672536,1
Regular Play,1,foot,Normal,1,0,0,0,0,0,1,17.804493814764854,51.84277341263095,1.238516,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,13.038404810405297,32.47119229084849,1.31535,1
From Throw In,1,foot,Normal,0,1,0,0,0,0,1,10.198039027185569,78.6900675259798,0.6776989999999999,0
Regular Play,0,head,Normal,0,0,0,0,0,0,1,15.132745950421555,7.594643368591446,1.32021,0
From Free Kick,0,foot,Normal,1,0,0,0,0,0,1,26.47640458974745,10.885527054658738,1.95962,0
Regular Play,0,foot,Normal,1,0,0,0,0,0,1,29.0,0.0,1.889756,0
Regular Play,0,foot,Volley,0,0,0,0,0,0,1,9.848857801796104,23.962488974578186,0.693395,0
Regular Play,1,foot,Half Volley,0,0,0,0,0,0,0,24.186773244895647,7.125016348901798,1.432502,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,40.04996878900158,2.8624052261117483,1.688525,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,0,39.204591567825325,5.856013585428957,0.861059,0
From Free Kick,0,foot,Normal,0,1,0,0,0,0,1,15.0,36.86989764584403,0.6587,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,11.6619037896906,30.96375653207352,0.84872,0
From Free Kick,0,foot,Normal,1,0,0,0,0,0,0,14.0,0.0,0.2026,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,32.64965543462902,40.0302592718897,1.894725,0
From Throw In,0,foot,Half Volley,0,0,0,0,0,0,1,14.035668847618199,4.0856167799748775,0.786958,0
Regular Play,0,foot,Normal,1,0,0,0,0,0,1,33.24154027718932,15.708637829015744,2.131161,1
From Corner,0,foot,Normal,0,0,0,0,0,0,1,12.806248474865697,51.34019174590991,0.158521,0
From Corner,0,foot,Normal,1,0,0,0,0,0,1,7.071067811865476,8.130102354155978,0.253925,0
From Corner,0,foot,Half Volley,1,0,0,0,1,0,0,3.6055512754639887,56.309932474020215,0.452659,1
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,31.256999216175572,7.352379359892359,1.682789,0
From Goal Kick,0,foot,Normal,0,0,0,0,0,0,1,17.4928556845359,30.96375653207352,0.720382,0
From Goal Kick,0,foot,Normal,0,0,0,0,0,0,1,17.804493814764854,38.15722658736906,1.01158,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,30.413812651491103,27.407575437818398,0.887453,0
From Goal Kick,0,foot,Normal,1,0,0,0,0,0,1,10.295630140987,29.054604099077142,0.515757,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,26.40075756488817,24.623564786163612,1.412568,1
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,34.36568055487916,8.36588612403259,0.392533,0
From Goal Kick,0,foot,Normal,0,0,0,0,0,0,1,25.806975801127876,35.53767779197438,1.144963,0
From Throw In,0,foot,Half Volley,0,0,0,0,0,0,1,10.77032961426901,68.19859051364817,0.338027,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,29.8328677803526,39.559667968994496,0.986128,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,44.77722635447622,29.427456403189737,0.189141,0
Regular Play,0,foot,Volley,1,0,0,0,0,0,0,15.231546211727816,23.198590513648185,1.240968,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,15.0,0.0,0.438607,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,25.709920264364875,13.495733280795813,1.203817,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,44.01136216933078,21.31791227546156,2.292656,0
From Throw In,0,foot,Normal,1,0,0,0,0,0,1,22.67156809750927,48.57633437499735,1.018041,0
Regular Play,1,foot,Normal,0,0,0,0,0,0,1,33.61547262794322,30.379126011368342,0.824968,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,23.769728648009423,14.620873988631654,1.273421,0
Regular Play,0,foot,Normal,1,0,0,0,0,0,1,16.278820596099706,42.51044707800085,0.333582,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,25.612496949731394,51.34019174590991,1.52082,0
From Free Kick,0,head,Normal,0,0,0,0,0,0,1,13.0,22.61986494804043,1.215575,0
Regular Play,0,head,Normal,0,0,0,0,0,0,1,8.54400374531753,20.556045219583464,0.929161,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,14.212670403551895,39.28940686250036,0.3514,0
Regular Play,0,foot,Normal,0,1,0,0,0,0,0,10.44030650891055,73.30075576600639,0.9785,1
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,52.00961449578339,1.1017061152063747,2.7347,0
From Throw In,0,foot,Half Volley,0,0,0,0,0,0,1,23.08679276123039,72.34987578006988,1.565788,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,32.526911934581186,45.0,1.0377,0
From Corner,0,foot,Normal,0,0,0,0,0,0,0,9.219544457292887,40.601294645004465,1.067575,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,30.463092423455638,23.198590513648185,1.314,0
From Corner,0,foot,Volley,1,0,0,0,0,0,1,10.0,36.86989764584403,0.606,0
From Corner,0,foot,Normal,1,0,0,0,0,0,0,28.23118842698621,22.932100437589778,1.742808,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,20.808652046684813,35.21759296819272,0.654848,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,26.627053911388696,55.713123022791045,1.720223,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,22.84731931759173,66.80140948635183,1.066457,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,1,32.2490309931942,7.125016348901798,1.3846,0
From Free Kick,0,head,Normal,0,0,0,0,0,0,1,11.6619037896906,30.96375653207352,0.752,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,28.23118842698621,22.932100437589778,0.0283,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,34.0,28.07248693585296,1.334,0
From Free Kick,0,foot,Half Volley,0,0,0,0,0,0,0,22.0,0.0,0.801271,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,28.63564212655271,12.0947570770121,1.504241,0
Regular Play,0,foot,Normal,0,1,0,0,0,0,1,31.780497164141412,24.14554196042165,1.826121,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,1,21.37755832643195,10.7842978675626,0.0103,0
From Free Kick,0,foot,Half Volley,0,0,0,0,0,0,0,24.698178070456933,31.7594800848128,0.1046,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,1,20.396078054371138,11.309932474020215,0.948152,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,0,25.709920264364875,13.495733280795813,1.4563700000000002,0
From Free Kick,0,foot,Normal,1,0,0,0,0,0,1,15.231546211727816,23.198590513648185,0.7158,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,1,16.1245154965971,29.74488129694222,0.0692,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,18.110770276274835,6.340191745909909,0.8939,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,30.528675044947487,31.60750224624891,1.3557,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,34.713109915419565,11.633633998940434,1.3846,0
From Corner,0,foot,Normal,0,0,0,0,0,0,1,22.803508501982762,37.874983651098205,0.941707,0
From Goal Kick,0,foot,Normal,0,0,0,0,0,0,1,23.60084744241189,36.38435181583589,1.5914,1
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,33.24154027718932,21.16125981682828,1.4521,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,0,17.691806012954128,42.709389957361466,0.8787,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,32.756678708318404,12.339087278326195,1.351452,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,24.35159132377184,19.17900802581072,2.416316,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,8.06225774829855,60.25511870305778,0.8922,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,22.36067977499789,26.56505117707799,1.148139,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,27.202941017470888,36.02737338510361,1.076438,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,19.416487838947603,34.5085229876684,0.909706,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,21.93171219946131,24.227745317954174,0.1592,0
From Throw In,0,head,Normal,0,0,0,0,0,0,1,20.02498439450079,2.8624052261117483,1.196704,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,28.42534080710379,39.28940686250036,0.5839,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,33.24154027718932,6.911227119024682,1.4987,0
Regular Play,0,foot,Normal,0,1,0,0,0,0,1,9.219544457292887,40.601294645004465,0.9307,0
From Throw In,0,foot,Normal,0,1,0,0,0,0,1,34.132096331752024,31.82744657667311,1.14382,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,33.06055050963308,3.468229258917148,0.3747,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,9.433981132056603,32.00538320808349,0.2578,0
Regular Play,0,foot,Volley,1,0,0,0,0,0,1,7.071067811865476,8.130102354155978,0.529728,1
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,28.600699292150182,36.46923439005187,1.254757,0
From Throw In,0,foot,Backheel,0,0,0,0,0,0,1,9.219544457292887,40.601294645004465,0.308501,0
From Free Kick,0,head,Normal,0,0,0,0,0,0,1,5.385164807134505,21.801409486351808,0.421565,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,12.041594578792296,4.7636416907261765,1.154921,1
From Corner,0,head,Normal,0,0,0,0,0,0,1,5.0990195135927845,11.309932474020215,0.376399,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,37.12142238654117,4.635463426902644,1.6097,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,26.925824035672523,31.32869286780417,0.1698,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,17.08800749063506,20.556045219583464,0.7303,0
From Corner,0,foot,Normal,0,0,0,0,0,0,0,8.06225774829855,29.74488129694222,0.1681,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,20.0,36.86989764584403,0.7323,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,20.0,36.86989764584403,0.924,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,10.816653826391967,33.690067525979785,0.4203,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,33.376638536557266,8.615648184164113,1.51714,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,33.0,0.0,3.330163,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,12.083045973594572,24.443954780416536,0.2719,0
From Keeper,0,foot,Normal,0,0,0,0,0,0,0,36.40054944640259,37.18470645323313,1.683161,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,14.212670403551895,39.28940686250036,1.0648,0
From Corner,0,foot,Normal,0,0,0,0,0,0,1,33.376638536557266,8.615648184164113,1.6748,0
From Throw In,0,foot,Normal,0,1,0,1,0,0,1,17.4928556845359,59.036243467926475,0.4865,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,17.804493814764854,51.84277341263095,1.197648,0
From Corner,0,foot,Normal,0,0,0,0,0,0,0,28.30194339616981,32.00538320808349,0.7090000000000001,0
From Corner,0,foot,Normal,0,0,0,0,0,0,0,8.48528137423857,45.0,0.0937,0
From Corner,0,foot,Normal,0,0,0,0,0,0,1,13.41640786499874,26.56505117707799,1.513027,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,1,19.416487838947603,55.4914770123316,0.1239,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,6.708203932499369,26.56505117707799,0.1519,0
From Corner,0,foot,Normal,0,0,0,0,0,0,1,18.867962264113206,32.00538320808349,0.8128,0
From Corner,0,foot,Normal,0,0,0,0,0,0,0,17.4928556845359,59.036243467926475,1.3042,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,34.17601498127012,20.556045219583464,1.6175,0
From Keeper,0,foot,Normal,0,0,0,0,0,0,1,19.416487838947603,34.5085229876684,1.2211,0
Regular Play,0,foot,Normal,0,1,0,0,0,0,1,20.615528128088304,22.833654177917538,0.8782989999999999,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,20.615528128088304,39.0938588862295,1.1261,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,18.027756377319946,56.309932474020215,0.1902,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,0,31.320919526731647,16.699244233993618,1.297457,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,20.615528128088304,39.0938588862295,0.5298,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,42.44997055358225,15.018360631150667,2.044504,0
From Goal Kick,0,foot,Normal,0,0,0,0,0,0,1,26.019223662515373,2.2025981617658057,1.591064,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,33.376638536557266,8.615648184164113,1.468467,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,25.0,0.0,0.397611,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,0,24.35159132377184,19.17900802581072,1.68675,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,20.396078054371138,11.309932474020215,1.215458,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,41.7612260356422,16.699244233993618,2.099942,0
From Counter,1,foot,Normal,0,0,0,0,0,0,1,13.892443989449804,59.74356283647074,1.027068,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,17.08800749063506,20.556045219583464,0.4366060000000001,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,0,12.083045973594572,24.443954780416536,1.111169,0
From Corner,0,foot,Overhead Kick,0,0,0,0,0,0,1,9.486832980505136,18.434948822922014,1.014527,1
From Throw In,0,foot,Normal,0,0,0,0,0,0,0,26.0768096208106,4.398705354995532,1.991555,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,9.848857801796104,23.962488974578186,1.29248,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,1,22.36067977499789,26.56505117707799,1.242441,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,19.02629759044045,3.0127875041833403,0.924343,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,22.02271554554524,2.602562202499806,0.197562,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,0,27.202941017470888,17.102728969052375,0.98979,0
From Throw In,0,foot,Normal,0,0,0,1,0,0,1,16.97056274847714,45.0,0.6371,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,23.60084744241189,53.615648184164115,1.0311,0
From Free Kick,0,head,Normal,0,0,0,1,0,0,1,9.899494936611664,45.0,0.788413,0
From Keeper,0,foot,Normal,0,1,0,0,0,0,1,27.73084924772409,25.64100582430528,0.5459,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,6.708203932499369,26.56505117707799,1.262204,0
Regular Play,0,foot,Half Volley,0,0,0,0,0,0,0,22.203603311174522,7.765166018425332,0.6509,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,9.219544457292887,40.601294645004465,1.084001,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,26.83281572999748,26.56505117707799,0.2675,0
From Throw In,0,head,Normal,0,0,0,1,0,0,1,3.6055512754639887,33.690067525979785,0.755475,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,35.17101079013795,14.826479970355663,0.1247,0
Regular Play,0,foot,Normal,1,0,0,0,0,0,1,7.071067811865476,45.0,0.535388,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,32.69556544854363,23.428692808745406,1.744206,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,5.385164807134505,21.801409486351808,0.975964,0
Regular Play,0,foot,Normal,1,0,0,0,0,0,1,7.6157731058639095,23.198590513648185,0.752594,1
From Corner,0,head,Normal,0,0,0,0,0,0,1,6.0,0.0,0.07964,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,8.246211251235321,14.03624346792648,0.986571,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,36.1386219991853,14.420773127510984,1.760464,0
Regular Play,1,foot,Normal,0,0,0,0,0,0,0,27.85677655436824,21.037511025421818,2.661981,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,31.048349392520052,14.931417178137552,1.410723,0
From Free Kick,0,head,Normal,0,0,0,0,0,0,1,10.63014581273465,48.81407483429035,0.879492,0
From Free Kick,0,head,Normal,0,0,0,0,0,0,0,5.830951894845301,30.96375653207352,0.870592,1
From Free Kick,0,head,Normal,0,0,0,0,0,0,1,8.602325267042627,35.53767779197438,0.912535,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,1,20.8806130178211,16.699244233993618,1.052645,0
From Corner,0,foot,Normal,0,0,0,0,0,0,1,29.12043955712207,15.945395900922856,1.880725,0
From Throw In,1,foot,Normal,0,0,0,0,0,0,1,27.586228448267445,46.46880071438582,0.456791,0
From Free Kick,1,foot,Normal,0,0,0,0,0,0,1,27.018512172212592,38.99099404250548,0.026952,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,19.723082923316017,30.465544919459877,1.416747,1
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,28.600699292150182,36.46923439005187,0.3858,0
Regular Play,1,foot,Normal,0,0,0,0,0,0,1,12.0,0.0,1.908831,0
Other,0,foot,Normal,0,0,0,1,0,0,0,5.0,36.86989764584403,0.104941,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,33.286633954186485,32.7352262721076,1.4997120000000002,0
From Keeper,1,foot,Normal,0,0,0,0,0,0,1,21.40093455903269,37.40535663140855,0.6501,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,29.732137494637012,42.27368900609374,1.664779,0
From Throw In,0,foot,Volley,0,0,0,0,1,0,0,6.708203932499369,63.43494882292201,0.365141,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,13.601470508735444,36.02737338510361,0.387847,0
From Goal Kick,0,foot,Normal,1,0,0,0,0,0,1,21.0,0.0,1.205867,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,32.449961479175904,33.690067525979785,1.584075,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,44.82186966202993,38.659808254090095,1.602891,0
From Free Kick,0,foot,Volley,0,0,0,0,0,0,0,39.319206502675,7.305759533310825,1.811974,0
From Throw In,1,foot,Normal,0,0,0,0,0,0,0,24.75883680627989,43.36342295838328,2.24437,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,5.0,0.0,0.101213,0
From Throw In,0,foot,Volley,0,0,0,0,0,0,1,27.784887978899608,59.74356283647074,1.821092,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,9.219544457292887,12.528807709151511,0.704781,1
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,30.413812651491103,27.407575437818398,1.648305,0
From Throw In,0,foot,Normal,0,1,0,0,0,0,1,10.0,53.13010235415598,0.706191,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,1,30.01666203960727,1.9091524329963765,1.387275,0
From Corner,0,foot,Normal,1,0,0,0,0,0,1,5.830951894845301,30.96375653207352,0.665233,1
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,25.29822128134704,18.434948822922014,1.161051,0
From Keeper,0,foot,Normal,0,1,0,0,0,0,1,31.320919526731647,16.699244233993618,1.375421,0
From Throw In,0,head,Normal,0,0,0,0,0,0,1,10.816653826391967,33.690067525979785,0.577106,0
From Goal Kick,0,foot,Half Volley,0,0,0,0,0,0,1,24.33105012119288,9.462322208025618,2.4381,0
From Corner,0,foot,Normal,0,0,0,0,0,0,1,14.035668847618199,4.0856167799748775,1.501479,0
From Goal Kick,0,foot,Normal,0,0,0,0,0,0,1,27.85677655436824,21.037511025421818,2.0729490000000004,0
From Counter,0,foot,Normal,1,0,0,0,0,0,0,24.839484696748446,40.10090754621224,1.347028,0
Other,0,foot,Normal,0,0,0,1,0,0,0,7.211102550927977,33.690067525979785,0.350844,1
Regular Play,0,foot,Normal,1,0,0,0,0,0,1,15.297058540778355,11.309932474020215,0.3177,0
Regular Play,0,foot,Half Volley,1,0,0,0,0,0,0,14.422205101855955,33.690067525979785,0.1139,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,17.720045146669353,16.389540334034788,1.1214,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,12.083045973594572,24.443954780416536,0.1635,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,30.0,0.0,1.439983,0
Regular Play,1,foot,Normal,0,0,0,0,0,0,0,33.24154027718932,6.911227119024682,1.4613,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,7.071067811865476,8.130102354155978,0.6435,0
From Corner,0,other,Normal,1,0,0,0,0,0,0,4.0,0.0,1.541302,0
From Free Kick,0,foot,Volley,0,0,0,0,1,0,1,3.6055512754639887,33.690067525979785,0.808582,0
From Corner,0,foot,Normal,1,0,0,0,0,0,0,26.47640458974745,10.885527054658738,1.721653,1
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,42.43819034784589,34.43898930880362,2.1389,0
From Counter,0,foot,Normal,0,0,0,0,0,0,1,34.0147027033899,24.304549265936718,0.487448,0
Regular Play,0,foot,Normal,1,0,0,0,0,1,1,20.808652046684813,54.78240703180729,1.580553,1
From Throw In,0,foot,Volley,0,0,0,0,0,0,1,9.486832980505136,18.434948822922014,0.288539,0
Regular Play,0,foot,Normal,0,1,0,0,0,0,0,37.05401462729781,3.094058058917112,1.582967,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,0,33.541019662496836,26.56505117707799,0.7112,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,25.317977802344327,9.090276920822324,0.819062,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,9.219544457292887,49.398705354995535,1.136099,1
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,25.238858928247925,33.690067525979785,0.287371,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,20.615528128088304,39.0938588862295,0.576158,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,34.40930106817051,35.53767779197438,1.527419,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,1,34.0147027033899,24.304549265936718,1.877388,0
From Keeper,0,foot,Normal,0,0,0,0,0,0,1,9.219544457292887,40.601294645004465,0.983871,1
From Throw In,0,foot,Normal,1,0,0,0,0,0,1,9.219544457292887,49.398705354995535,0.280856,0
From Free Kick,0,head,Normal,0,0,0,1,1,0,1,4.47213595499958,26.56505117707799,0.4514,1
From Free Kick,0,head,Normal,0,0,0,1,1,0,1,6.4031242374328485,51.34019174590991,0.7774,1
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,36.68787265568828,17.447188423282206,1.518901,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,1,8.54400374531753,20.556045219583464,0.862474,0
Regular Play,0,foot,Normal,0,0,0,1,0,0,1,7.6157731058639095,23.198590513648185,0.4074,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,30.36445290137795,17.241459398939973,0.164022,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,0,25.079872407968914,23.498565675952097,1.662149,0
From Kick Off,0,foot,Normal,0,0,0,0,0,0,1,27.018512172212592,2.1210963966614536,0.493,0
From Free Kick,0,head,Normal,0,0,0,0,0,0,1,16.278820596099706,10.619655276155132,1.655,0
From Throw In,0,foot,Volley,1,0,0,0,0,0,1,23.3452350598575,46.73570458892839,0.8270000000000001,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,1,24.0,0.0,1.293,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,0,29.732137494637012,19.653824058053306,1.213,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,7.810249675906653,39.805571092265204,0.573,0
From Corner,0,foot,Normal,1,0,0,0,0,0,0,6.4031242374328485,38.659808254090095,0.653,0
From Corner,0,foot,Normal,1,0,0,0,0,0,0,5.385164807134505,21.801409486351808,0.373,0
From Corner,0,foot,Normal,0,0,0,0,0,0,0,35.17101079013795,14.826479970355663,1.773,0
From Corner,0,foot,Normal,0,0,0,0,0,0,0,17.08800749063506,20.556045219583464,0.453,0
From Corner,0,foot,Normal,1,0,0,0,0,0,0,38.62641583165593,21.250505507133237,2.653,0
From Corner,0,foot,Volley,1,0,0,0,0,0,0,16.031219541881402,3.576334374997351,1.293,0
Regular Play,0,foot,Normal,1,0,0,0,0,0,0,36.496575181789325,9.462322208025618,1.147,0
Regular Play,0,foot,Normal,1,0,0,0,0,0,0,18.110770276274835,6.340191745909909,1.133,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,7.071067811865476,8.130102354155978,1.173,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,22.82542442102665,28.810793742973065,0.387,0
From Free Kick,1,foot,Normal,0,0,0,0,0,0,0,21.02379604162864,25.346175941946694,0.24,0
Regular Play,0,foot,Normal,1,0,0,0,0,0,0,26.627053911388696,34.28687697720896,0.213,0
Regular Play,0,foot,Normal,0,1,0,0,0,0,1,33.60059523282288,36.52885536698518,1.213,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,21.213203435596427,45.0,0.693,0
